id,min_et,min_st,min_rt,min_lf,min_vol
1150,11,2,8,87,1
1151,11,1,8,51,1
1152,11,1,8,73,4
1153,15,2,8,82,5
1154,11,1,2,44,1
1155,34,2,2,227,1
1156,11,1,6,54,1
1157,11,1,8,71,3
1158,20,1,2,134,1
1159,34,2,2,227,1
1160,34,2,2,232,39
1161,11,1,8,55,8
1162,34,2,2,232,1
1163,11,1,4,47,1
1164,11,1,4,47,2
1165,34,2,2,229,1
1166,11,1,8,73,2
1167,34,2,2,232,10
1168,34,2,2,232,2
1169,11,1,6,68,1
1170,15,2,8,82,12
1171,11,1,8,54,3
1172,34,2,2,232,3
1173,15,2,8,82,2
1174,9,1,2,15,1
1175,11,2,7,75,3
1176,11,1,2,74,1
1177,15,2,8,82,11
1178,15,2,8,82,43
1179,34,2,2,228,1
1180,34,2,2,232,7
1181,34,2,2,227,1
1182,11,1,6,68,1
1183,34,2,2,232,6
1184,11,1,2,48,1
1185,35,4,2,312,1
1186,20,1,2,134,1
1187,15,2,8,71,1
1188,34,2,2,233,1
1189,11,2,8,54,1
1190,11,1,8,56,2
1191,15,2,8,80,1
1192,11,1,6,68,2
1193,11,1,8,54,1
1194,11,1,8,54,2
1195,11,1,8,81,8
1196,23,4,7,306,1
1197,34,2,2,234,5
1198,11,1,8,73,5
1199,34,2,2,232,11
1200,11,1,8,80,8
1201,42,1,2,283,1
1202,34,2,2,232,1
1203,11,1,2,44,1
1204,20,1,2,134,2
1205,34,2,2,229,33
1206,15,2,8,63,1
1207,15,2,8,71,5
1208,34,2,2,232,9
1209,11,1,8,82,4
1210,20,1,2,134,1
1211,11,1,8,55,2
1212,34,2,2,232,1
1213,20,1,2,134,1
1214,34,2,2,233,1
1215,20,1,2,134,3
1216,11,1,8,70,2
1217,34,2,2,228,1
1218,34,2,2,228,1
1219,34,2,2,232,2
1220,11,2,7,75,1
1221,11,1,4,54,1
1222,11,1,8,71,1
1223,11,2,2,160,1
1224,34,2,2,232,25
1225,11,1,8,54,2
1226,11,1,8,73,5
1227,34,2,2,232,7
1228,34,2,2,227,2
1229,34,2,2,232,1
1230,11,1,8,160,1
1231,11,1,8,54,2
1232,20,1,2,134,1
1233,11,1,8,80,17
1234,11,1,2,71,1
1235,11,1,8,80,1
1236,11,1,4,47,2
1237,11,1,8,81,2
1238,20,1,2,134,1
1239,34,2,2,232,23
1240,11,1,8,155,1
1241,15,2,8,82,5
1242,34,2,2,232,1
1243,34,2,2,232,1
1244,34,2,2,227,1
1245,11,1,8,56,2
1246,11,1,8,80,5
1247,11,1,8,56,1
1248,11,1,4,54,1
1249,34,2,2,233,1
1250,34,2,2,221,1
1251,15,2,8,82,15
1252,11,1,2,54,1
1253,11,1,8,71,3
1254,34,2,2,227,3
1255,15,2,8,82,2
1256,11,1,8,73,10
1257,11,1,8,56,1
1258,11,1,8,54,1
1259,15,1,2,82,1
1260,34,2,2,232,1
1261,34,2,2,227,1
1262,11,1,6,54,1
1263,34,2,2,232,4
1264,11,1,2,52,1
1265,34,2,2,233,1
1266,34,2,2,232,2
1267,11,1,8,81,1
1268,20,1,2,134,1
1269,11,1,8,73,19
1270,34,2,2,232,1
1271,35,4,2,313,1
1272,11,1,8,42,1
1273,20,1,2,134,1
1274,34,2,2,233,1
1275,11,1,8,80,11
1276,11,1,8,71,2
1277,11,1,8,54,1
1278,11,1,6,54,1
1279,20,1,2,134,1
1280,9,1,2,15,1
1281,34,2,2,232,8
1282,11,2,2,55,1
1283,34,2,2,232,6
1284,15,2,8,82,5
1285,34,2,2,228,3
1286,11,1,8,55,6
1287,34,2,2,232,1
1288,20,1,2,134,1
1289,34,2,2,229,3
1290,35,4,2,307,1
1291,11,1,8,55,6
1292,20,1,2,219,1
1293,34,2,2,229,1
1294,11,1,6,54,3
1295,11,2,4,46,7
1296,15,2,8,82,8
1297,34,2,2,227,2
1298,11,1,8,170,1
1299,11,2,8,73,1
1300,20,1,2,134,1
1301,34,2,2,232,3
1302,34,2,2,227,1
1303,11,1,2,46,1
1304,11,1,8,55,1
1305,11,1,8,56,1
1306,34,2,2,232,4
1307,42,1,2,283,1
1308,34,2,2,228,1
1309,11,1,8,45,1
1310,11,1,8,73,5
1311,35,4,2,301,2
1312,34,2,2,232,2
1313,15,2,8,82,12
1314,15,2,8,82,5
1315,34,2,2,232,1
1316,11,2,8,55,1
1317,11,1,8,71,1
1318,11,1,2,81,1
1319,11,1,8,54,1
1320,11,2,8,70,1
1321,27,1,9,127,3
1322,11,1,8,71,1
1323,20,1,2,219,1
1324,11,2,7,75,1
1325,34,2,2,227,5
1326,15,2,8,80,3
1327,11,1,8,73,1
1328,34,2,2,232,2
1329,11,1,6,54,1
1330,11,1,8,80,1
1331,15,2,8,71,1
1332,15,2,8,80,2
1333,34,2,2,232,12
1334,11,2,4,54,1
1335,11,1,8,54,2
1336,35,4,2,312,1
1337,34,2,2,233,1
1338,11,1,2,66,1
1339,11,1,8,82,10
1340,34,2,2,233,1
1341,20,1,2,134,2
1342,11,2,7,75,1
1343,34,2,2,227,1
1344,15,2,8,82,2
1345,11,1,8,155,1
1346,11,1,8,68,1
1347,34,2,2,232,1
1348,10,2,3,35,1
1349,15,2,8,80,1
1350,11,1,8,71,9
1351,34,2,2,228,1
1352,11,1,2,46,1
1353,35,4,2,312,1
1354,34,2,2,232,1
1355,34,2,2,232,1
1356,15,2,8,71,1
1357,34,2,2,227,1
1358,34,2,2,232,1
1359,34,2,2,232,10
1360,34,2,2,232,1
1361,34,2,2,232,20
1362,11,1,8,51,1
1363,11,1,8,54,1
1364,20,1,2,134,1
1365,20,1,2,134,1
1366,11,1,4,47,1
1367,11,1,8,71,6
1368,15,2,8,82,36
1369,34,2,2,228,3
1370,11,1,8,170,1
1371,11,1,8,54,1
1372,11,1,2,54,2
1373,11,1,8,80,2
1374,34,2,2,232,2
1375,20,1,2,134,1
1376,11,1,8,54,1
1377,31,4,8,279,1
1378,15,2,8,71,3
1379,11,1,2,30,1
1380,11,1,8,54,2
1381,11,1,8,68,1
1382,15,2,8,82,5
1383,11,1,8,54,2
1384,11,1,8,73,5
1385,34,2,2,232,2
1386,11,1,6,68,2
1387,34,2,2,227,1
1388,34,2,2,227,1
1389,20,1,2,132,1
1390,2,1,8,1,1
1391,11,1,8,73,2
1392,34,2,2,229,1
1393,22,4,7,222,1
1394,11,1,8,55,1
1395,11,1,8,73,7
1396,20,1,2,134,1
1397,35,4,2,312,2
1398,11,1,8,56,2
1399,11,1,8,80,2
1400,34,2,2,233,5
1401,11,1,8,54,4
1402,11,2,2,181,1
1403,34,2,2,232,1
1404,20,1,2,134,1
1405,34,2,2,232,1
1406,8,1,2,70,7
1407,35,4,2,312,1
1408,34,2,2,232,3
1409,11,4,8,54,1
1410,34,2,2,232,2
1411,11,1,8,71,3
1412,34,2,2,227,1
1413,20,1,2,134,1
1414,34,2,2,232,26
1415,11,1,8,71,1
1416,35,4,2,308,1
1417,11,1,8,80,11
1418,11,1,8,81,4
1419,34,2,2,233,1
1420,11,1,4,47,1
1421,11,1,8,82,11
1422,34,2,2,229,35
1423,11,2,8,68,1
1424,34,2,2,232,1
1425,11,2,8,54,1
1426,15,2,8,51,1
1427,11,1,2,72,1
1428,11,1,8,80,1
1429,11,1,2,44,1
1430,32,4,8,280,1
1431,11,1,8,70,2
1432,35,4,2,307,1
1433,34,2,2,233,8
1434,35,4,2,312,1
1435,11,1,8,71,8
1436,34,2,2,227,2
1437,11,1,8,71,1
1438,11,1,8,167,2
1439,11,1,8,73,10
1440,11,1,8,55,11
1441,11,1,2,55,1
1442,25,3,2,10,1
1443,34,2,2,234,1
1444,11,1,8,80,1
1445,34,2,2,232,2
1446,34,2,2,232,23
1447,20,1,2,134,1
1448,11,1,8,54,1
1449,20,1,2,134,1
1450,35,4,2,307,1
1451,11,1,8,73,2
1452,11,1,8,80,1
1453,11,1,8,80,1
1454,34,2,2,232,10
1455,11,1,2,71,2
1456,11,1,8,54,104
1457,34,2,2,232,4
1458,34,2,2,116,1
1459,11,1,8,73,2
1460,34,2,2,232,16
1461,11,1,8,80,1
1462,34,2,2,232,5
1463,20,1,2,134,1
1464,11,1,8,54,1
1465,15,2,8,82,1
1466,34,2,2,227,1
1467,11,1,8,80,18
1468,34,2,2,232,5
1469,34,2,2,233,22
1470,11,1,6,68,1
1471,11,1,8,82,4
1472,34,2,2,232,1
1473,11,1,8,81,2
1474,15,2,8,71,2
1475,14,4,4,306,1
1476,35,4,2,312,2
1477,15,2,8,80,1
1478,34,2,2,227,1
1479,11,2,8,55,2
1480,46,1,2,284,223
1481,11,1,8,54,8
1482,20,1,2,134,1
1483,11,1,4,54,1
1484,34,2,2,232,14
1485,11,1,8,54,2
1486,20,1,2,134,1
1487,11,1,8,44,1
1488,34,2,2,232,7
1489,34,2,2,229,2
1490,20,1,2,134,1
1491,11,1,8,42,1
1492,11,2,8,55,1
1493,15,2,8,80,2
1494,15,2,8,82,6
1495,11,1,8,71,1
1496,11,1,8,80,9
1497,11,1,8,68,1
1498,11,1,8,71,4
1499,35,4,2,308,1
1500,11,1,8,80,2
1501,34,2,2,232,5
1502,42,1,2,283,6
1503,34,2,2,229,5
1504,34,2,2,232,1
1505,11,1,8,80,3
1506,34,2,2,232,1
1507,11,1,8,70,1
1508,15,2,8,82,4
1509,34,2,2,227,2
1510,20,1,2,134,1
1511,42,1,2,283,7
1512,34,2,2,116,3
1513,11,1,8,63,2
1514,34,2,2,232,3
1515,11,1,8,54,1
1516,34,2,2,232,1
1517,34,2,2,233,1
1518,34,2,2,232,2
1519,20,1,2,134,3
1520,11,2,8,68,1
1521,30,5,9,133,6
1522,11,1,8,209,1
1523,15,2,8,80,1
1524,34,2,2,232,1
1525,11,2,7,75,2
1526,11,1,2,54,1
1527,11,2,8,68,1
1528,11,1,8,80,2
1529,11,2,4,54,1
1530,15,2,8,80,1
1531,34,2,2,232,3
1532,11,2,8,55,1
1533,34,2,2,234,3
1534,34,2,2,228,1
1535,11,2,8,54,2
1536,11,1,8,80,4
1537,34,2,2,227,1
1538,22,4,7,222,1
1539,10,5,3,36,1
1540,11,1,8,54,1
1541,42,1,2,283,1
1542,34,2,2,232,1
1543,15,2,8,82,3
1544,24,1,2,239,3
1545,11,1,8,209,1
1546,11,1,7,75,2
1547,34,2,2,227,7
1548,15,2,8,82,4
1549,34,2,2,232,1
1550,11,1,8,51,3
1551,15,2,8,80,1
1552,34,2,2,229,1
1553,11,1,8,73,6
1554,34,2,2,233,1
1555,11,1,8,73,3
1556,11,1,8,70,3
1557,34,2,2,233,2
1558,34,2,2,232,1
1559,34,2,2,232,5
1560,34,2,2,228,4
1561,34,2,2,232,2
1562,34,2,2,232,1
1563,15,2,8,82,3
1564,34,2,2,232,15
1565,20,1,2,134,1
1566,11,1,8,71,3
1567,34,2,2,227,1
1568,15,2,8,82,16
1569,15,1,2,80,2
1570,11,1,8,87,2
1571,42,1,2,283,6
1572,34,2,2,232,1
1573,15,2,8,71,4
1574,11,1,8,80,2
1575,20,1,2,134,1
1576,34,2,2,232,8
1577,20,1,2,134,1
1578,34,2,2,228,1
1579,11,1,8,73,4
1580,34,2,2,232,1
1581,11,1,8,71,1
1582,34,2,2,228,2
1583,15,2,8,71,1
1584,20,1,2,134,1
1585,34,2,2,232,2
1586,11,1,8,71,12
1587,34,2,2,227,1
1588,11,1,8,80,2
1589,11,1,8,54,1
1590,15,2,8,82,6
1591,11,1,8,73,18
1592,34,2,2,232,3
1593,11,1,2,55,1
1594,34,2,2,233,1
1595,11,1,8,73,2
1596,15,2,8,68,1
1597,11,1,8,71,1
1598,11,1,8,42,9
1599,11,1,2,68,1
1600,11,1,8,82,5
1601,11,1,8,87,2
1602,15,1,8,68,1
1603,11,2,8,73,1
1604,34,2,2,232,1
1605,20,1,2,134,1
1606,34,2,2,232,164
1607,15,2,8,82,4
1608,15,2,8,82,1
1609,11,1,8,55,1
1610,35,4,2,95,2
1611,11,2,8,54,1
1612,11,2,8,86,1
1613,11,1,8,81,12
1614,34,2,2,227,1
1615,15,2,8,82,2
1616,11,1,2,55,1
1617,34,2,2,228,21
1618,11,1,2,74,1
1619,10,1,3,127,1
1620,15,2,8,82,2
1621,11,1,8,170,1
1622,20,1,2,134,1
1623,20,1,2,134,1
1624,11,1,8,54,2
1625,23,4,7,306,1
1626,34,2,2,232,14
1627,20,1,2,134,1
1628,34,2,2,232,1
1629,34,2,2,227,1
1630,15,2,8,71,1
1631,11,1,8,56,2
1632,34,2,2,227,1
1633,11,2,7,75,1
1634,54,1,2,359,3
1635,11,2,8,68,1
1636,34,2,2,235,5
1637,11,2,8,73,1
1638,34,2,2,232,1
1639,34,2,2,233,1
1640,34,2,2,229,3
1641,54,1,2,359,1
1642,15,2,8,80,1
1643,11,1,8,62,1
1644,11,1,8,73,1
1645,15,2,8,82,2
1646,11,1,8,54,2
1647,11,2,8,181,1
1648,34,2,2,233,1
1649,11,4,8,73,1
1650,11,1,8,170,2
1651,20,1,2,134,1
1652,15,2,8,82,7
1653,42,1,2,283,2
1654,20,1,2,134,1
1655,35,4,2,308,1
1656,34,2,2,232,36
1657,34,2,2,227,1
1658,34,2,2,232,1
1659,35,4,2,312,1
1660,34,2,2,232,14
1661,34,2,2,233,1
1662,11,1,2,44,1
1663,20,1,2,134,1
1664,34,2,2,232,1
1665,15,2,8,82,3
1666,15,2,8,82,1
1667,11,1,8,56,3
1668,11,1,4,54,1
1669,54,4,2,360,1
1670,11,1,8,73,18
1671,15,2,8,71,1
1672,34,2,2,232,3
1673,20,1,2,134,1
1674,11,4,7,75,2
1675,34,2,2,227,1
1676,11,1,6,68,2
1677,20,1,2,134,1
1678,35,4,2,307,1
1679,20,1,2,134,1
1680,11,1,8,71,4
1681,20,1,2,134,1
1682,34,2,2,233,1
1683,11,1,8,71,4
1684,13,1,6,345,2
1685,15,2,8,82,3
1686,11,1,8,55,1
1687,34,2,2,233,6
1688,11,1,8,155,1
1689,11,1,6,30,1
1690,20,1,2,134,1
1691,34,2,2,229,1
1692,11,1,8,51,2
1693,11,1,8,52,1
1694,11,1,6,68,1
1695,42,1,2,283,5
1696,34,2,2,232,17
1697,20,1,2,219,1
1698,11,1,8,73,2
1699,34,2,2,232,2
1700,34,2,2,232,1
1701,11,1,8,73,7
1702,15,1,8,82,1
1703,42,1,2,283,1
1704,11,1,8,71,1
1705,34,2,2,232,1
1706,11,4,8,87,1
1707,34,2,2,232,57
1708,34,2,2,221,1
1709,11,1,8,51,1
1710,15,2,8,82,4
1711,11,1,8,54,6
1712,34,2,2,232,1
1713,11,1,8,71,4
1714,34,2,2,233,1
1715,11,1,8,81,2
1716,15,2,8,80,1
1717,42,1,2,283,1
1718,15,2,8,80,1
1719,35,4,2,312,1
1720,20,1,2,134,1
1721,35,4,2,312,1
1722,11,1,8,81,6
1723,34,2,2,232,8
1724,10,5,3,152,2
1725,20,1,2,134,1
1726,11,1,8,82,9
1727,11,1,8,71,4
1728,11,1,8,71,2
1729,11,1,2,44,1
1730,20,1,2,134,1
1731,34,2,2,232,1
1732,15,1,2,82,4
1733,34,2,2,232,1
1734,34,2,2,227,1
1735,20,1,2,134,1
1736,11,1,8,71,3
1737,11,1,8,71,6
1738,34,2,2,232,3
1739,34,2,2,232,2
1740,34,2,2,229,4
1741,34,2,2,233,4
1742,34,2,2,232,3
1743,11,1,4,47,1
1744,11,2,8,170,2
1745,11,1,8,71,1
1746,11,1,2,71,4
1747,11,1,8,80,2
1748,11,2,8,73,1
1749,50,1,2,289,1
1750,20,1,2,134,1
1751,11,1,8,68,1
1752,34,2,2,227,1
1753,11,1,8,74,2
1754,11,1,8,181,1
1755,34,2,2,232,1
1756,15,2,8,82,2
1757,20,1,2,134,1
1758,11,2,8,87,3
1759,11,1,8,54,1
1760,20,1,2,134,1
1761,11,1,8,73,42
1762,11,1,8,68,1
1763,35,4,2,94,1
1764,34,2,2,232,1
1765,11,1,8,52,1
1766,13,1,6,273,1
1767,34,2,2,232,4
1768,11,1,8,54,1
1769,15,2,8,82,20
1770,11,1,8,202,1
1771,11,1,8,54,4
1772,11,1,8,71,1
1773,11,1,2,55,1
1774,11,1,6,68,1
1775,11,1,4,54,1
1776,15,2,8,82,2
1777,34,2,2,232,104
1778,11,1,8,55,8
1779,34,2,2,227,1
1780,34,2,2,227,1
1781,15,2,8,82,9
1782,15,2,8,82,19
1783,20,1,2,134,1
1784,35,4,2,312,2
1785,20,1,2,134,1
1786,11,2,8,73,2
1787,15,2,8,82,9
1788,34,2,2,233,1
1789,34,2,2,232,1
1790,34,2,2,227,1
1791,42,1,2,283,1
1792,35,4,2,312,2
1793,11,1,8,71,8
1794,15,2,8,82,8
1795,11,1,2,70,1
1796,42,1,2,283,1
1797,34,2,2,227,10
1798,34,2,2,221,1
1799,15,2,8,56,1
1800,11,1,7,54,1
1801,10,4,3,38,1
1802,15,2,8,82,1
1803,11,2,8,73,2
1804,11,1,4,47,1
1805,34,2,2,232,14
1806,11,1,8,73,5
1807,20,1,2,134,2
1808,34,2,2,232,1
1809,34,2,2,232,1
1810,34,2,2,228,1
1811,35,4,2,301,2
1812,20,1,2,134,1
1813,11,2,4,46,1
1814,42,1,2,283,1
1815,11,1,8,55,8
1816,11,1,8,54,1
1817,34,2,2,234,2
1818,34,2,2,232,1
1819,15,2,8,71,1
1820,11,2,8,55,1
1821,34,2,2,232,1
1822,11,1,8,71,1
1823,11,1,8,55,8
1824,11,1,8,73,1
1825,11,1,8,195,1
1826,11,1,8,81,3
1827,34,2,2,232,4
1828,11,1,8,55,1
1829,35,4,2,307,2
1830,35,4,2,312,1
1831,34,2,2,228,2
1832,11,1,8,161,1
1833,11,1,8,73,6
1834,34,2,2,232,2
1835,11,1,6,68,2
1836,34,2,2,232,1
1837,35,4,2,307,2
1838,35,4,2,309,1
1839,15,2,2,71,2
1840,20,1,2,134,1
1841,42,4,2,368,3
1842,11,2,8,68,1
1843,34,2,2,232,7
1844,34,2,2,232,2
1845,11,1,8,55,2
1846,34,2,2,232,1
1847,34,2,2,232,58
1848,11,1,8,65,4
1849,15,2,8,82,2
1850,11,1,8,68,1
1851,50,4,2,374,1
1852,11,1,2,47,1
1853,35,4,2,312,1
1854,35,4,2,312,1
1855,11,1,8,54,2
1856,20,1,2,134,2
1857,11,4,8,75,2
1858,11,1,6,68,1
1859,11,1,8,80,2
1860,11,1,8,56,1
1861,11,1,7,197,2
1862,34,2,2,233,21
1863,11,1,8,80,5
1864,11,1,8,71,10
1865,15,2,8,82,17
1866,15,2,8,82,3
1867,34,2,2,229,25
1868,11,1,8,54,2
1869,34,2,2,232,14
1870,15,2,8,82,14
1871,15,2,8,82,7
1872,11,1,8,55,1
1873,11,1,8,82,1
1874,34,2,2,232,1
1875,11,1,8,42,1
1876,11,2,8,55,1
1877,11,1,6,54,3
1878,11,1,8,54,2
1879,5,1,1,8,1
1880,15,2,8,82,4
1881,11,2,4,68,1
1882,11,1,8,71,1
1883,34,2,2,232,4
1884,11,1,8,68,3
1885,34,2,2,229,1
1886,11,1,8,54,2
1887,34,2,2,228,2
1888,34,2,2,228,23
1889,34,2,2,232,12
1890,11,1,6,68,1
1891,34,2,2,227,2
1892,35,4,2,312,2
1893,15,2,8,82,6
1894,15,2,8,82,1
1895,34,2,2,227,2
1896,35,4,2,313,1
1897,11,1,8,80,4
1898,34,2,2,232,2
1899,11,1,2,73,1
1900,11,1,8,87,1
1901,15,2,8,82,4
1902,11,1,8,54,2
1903,42,1,2,283,6
1904,51,2,2,292,3
1905,34,2,2,232,1
1906,34,2,2,228,5
1907,11,1,8,55,2
1908,11,1,8,80,13
1909,11,1,8,82,8
1910,34,2,2,232,1
1911,11,4,7,75,2
1912,15,2,8,82,12
1913,11,1,2,71,3
1914,34,2,2,232,1
1915,11,1,4,47,2
1916,34,2,2,227,1
1917,34,2,2,228,1
1918,11,1,8,73,3
1919,11,1,8,82,7
1920,11,1,8,55,1
1921,34,2,2,229,1
1922,20,1,2,134,1
1923,11,1,8,55,2
1924,11,1,8,54,2
1925,20,1,2,134,1
1926,35,4,2,307,1
1927,11,1,2,55,1
1928,20,1,2,134,1
1929,11,1,7,47,1
1930,15,2,8,82,4
1931,11,1,8,54,9
1932,11,1,8,82,7
1933,34,2,2,228,1
1934,11,2,8,44,1
1935,34,2,2,232,1
1936,34,2,2,227,1
1937,34,2,2,232,1
1938,34,2,2,235,264
1939,11,1,8,55,1
1940,42,2,2,283,1
1941,15,2,8,71,1
1942,50,4,2,374,2
1943,15,2,8,82,3
1944,11,1,8,71,1
1945,11,1,8,56,2
1946,11,1,8,87,3
1947,11,1,8,56,3
1948,34,2,2,227,1
1949,34,2,2,227,2
1950,20,1,2,134,1
1951,11,2,8,55,1
1952,21,1,2,135,1
1953,34,2,2,228,25
1954,35,4,2,301,5
1955,11,1,8,42,2
1956,13,1,6,345,1
1957,11,1,2,87,1
1958,34,2,2,232,1
1959,35,4,2,312,1
1960,34,2,2,227,1
1961,34,2,2,233,4
1962,11,1,8,80,8
1963,11,1,8,54,1
1964,11,2,8,54,1
1965,11,1,8,55,6
1966,15,2,8,82,1
1967,34,2,2,227,1
1968,10,4,3,38,1
1969,42,1,2,283,3
1970,42,1,2,283,2
1971,10,1,2,39,1
1972,20,1,2,135,1
1973,11,1,8,170,2
1974,11,2,8,68,1
1975,34,2,2,228,3
1976,34,2,2,229,1
1977,34,2,2,232,1
1978,11,2,2,55,1
1979,34,2,2,232,32
1980,42,1,2,283,1
1981,15,2,8,82,5
1982,11,1,2,71,6
1983,11,1,8,54,1
1984,11,1,6,68,1
1985,34,2,2,232,4
1986,11,1,8,73,3
1987,34,2,2,232,2
1988,15,2,8,80,1
1989,11,1,8,54,1
1990,11,1,8,195,2
1991,34,2,2,227,1
1992,11,1,8,54,1
1993,11,1,8,73,2
1994,42,1,2,283,11
1995,11,1,8,70,5
1996,11,1,8,68,1
1997,11,1,8,82,11
1998,11,1,8,54,10
1999,15,2,8,82,20
2000,34,2,2,232,44
2001,34,2,2,234,1
2002,34,2,2,229,16
2003,11,1,2,80,1
2004,10,4,3,39,1
2005,11,1,8,73,1
2006,34,2,2,228,3
2007,34,2,2,232,1
2008,11,1,8,80,5
2009,34,2,2,232,4
2010,11,1,8,71,5
2011,11,1,8,171,1
2012,34,2,2,229,2
2013,11,2,8,73,1
2014,11,1,8,48,1
2015,32,4,8,280,3
2016,35,4,2,307,1
2017,11,1,8,54,1
2018,34,2,2,232,2
2019,11,2,8,81,2
2020,11,1,2,181,1
2021,11,1,8,70,1
2022,11,2,8,73,3
2023,11,1,8,54,4
2024,15,2,8,82,17
2025,23,4,7,223,1
2026,11,2,8,65,1
2027,34,2,2,232,5
2028,50,1,2,289,1
2029,15,2,8,71,1
2030,11,1,8,54,2
2031,11,1,8,54,1
2032,35,4,2,307,2
2033,11,2,7,75,2
2034,15,2,8,80,3
2035,34,2,2,232,2
2036,15,1,2,82,14
2037,11,2,8,60,1
2038,34,2,2,228,1
2039,34,2,2,232,1
2040,34,2,2,232,28
2041,11,1,8,182,1
2042,11,1,8,82,21
2043,15,2,8,80,1
2044,11,4,8,55,1
2045,20,1,2,134,1
2046,34,2,2,232,3
2047,11,2,8,181,2
2048,30,5,9,133,2
2049,11,1,8,54,1
2050,11,1,8,80,1
2051,34,2,2,230,1
2052,11,1,8,56,1
2053,11,1,8,71,2
2054,34,2,2,227,1
2055,11,1,6,54,1
2056,11,2,8,73,1
2057,34,2,2,227,1
2058,11,4,8,54,2
2059,35,4,2,312,1
2060,20,1,2,134,1
2061,34,2,2,227,1
2062,11,1,8,195,2
2063,10,4,3,152,1
2064,34,2,2,228,1
2065,34,2,2,232,19
2066,34,2,2,232,16
2067,11,1,8,80,6
2068,11,1,8,70,1
2069,11,1,8,70,2
2070,11,1,8,71,1
2071,15,1,2,71,1
2072,15,2,8,80,1
2073,20,1,2,134,1
2074,34,2,2,232,16
2075,11,1,8,71,1
2076,11,1,8,71,2
2077,34,2,2,232,2
2078,34,2,2,232,5
2079,10,4,3,37,1
2080,15,2,8,82,3
2081,34,2,2,232,1
2082,11,1,8,49,1
2083,15,2,8,71,1
2084,34,2,2,232,1
2085,11,1,8,54,5
2086,8,1,2,71,1
2087,34,2,2,228,31
2088,11,1,8,54,1
2089,10,1,2,134,1
2090,11,2,8,54,1
2091,15,2,8,82,2
2092,34,2,2,232,1
2093,11,1,6,68,1
2094,20,1,2,134,1
2095,11,1,8,73,8
2096,34,2,2,232,15
2097,11,1,4,54,2
2098,34,2,2,228,1
2099,42,4,2,368,1
2100,11,1,8,80,1
2101,11,1,8,73,6
2102,11,1,8,68,1
2103,15,2,8,82,2
2104,34,2,2,232,2
2105,11,2,2,181,1
2106,11,1,2,55,1
2107,34,2,2,232,1
2108,11,1,6,54,3
2109,11,1,8,71,7
2110,11,1,8,161,1
2111,34,2,2,232,1
2112,35,4,2,312,1
2113,20,1,2,134,1
2114,11,1,2,71,2
2115,15,2,8,82,5
2116,11,1,6,68,2
2117,11,1,8,73,2
2118,34,2,2,227,1
2119,50,4,2,374,1
2120,34,2,2,228,1
2121,11,1,8,71,2
2122,34,2,2,232,3
2123,2,1,8,1,1
2124,34,2,2,232,1
2125,11,1,8,54,2
2126,11,1,8,71,1
2127,34,2,2,232,2
2128,34,2,2,229,56
2129,34,2,2,232,1
2130,20,1,2,134,1
2131,34,2,2,221,1
2132,34,2,2,232,1
2133,34,2,2,232,1
2134,11,1,8,86,1
2135,11,1,8,170,1
2136,11,1,8,82,34
2137,15,2,8,82,4
2138,34,2,2,232,7
2139,34,2,2,232,2
2140,34,2,2,228,1
2141,11,1,8,81,5
2142,11,1,8,82,8
2143,11,1,4,47,1
2144,34,2,2,227,1
2145,34,2,2,234,62
2146,34,2,2,228,24
2147,11,1,8,82,7
2148,15,1,8,82,3
2149,15,2,8,82,2
2150,11,1,8,70,3
2151,34,2,2,232,1
2152,34,2,2,228,26
2153,42,4,2,368,1
2154,11,1,8,73,14
2155,34,2,2,227,1
2156,34,2,2,232,6
2157,11,1,4,75,1
2158,11,2,8,70,1
2159,11,1,8,182,1
2160,34,2,2,232,1
2161,11,4,8,73,1
2162,34,2,2,228,1
2163,11,2,8,70,1
2164,11,2,7,75,1
2165,42,1,2,283,1
2166,15,2,8,71,4
2167,11,1,8,70,2
2168,11,1,8,66,1
2169,11,1,8,42,2
2170,15,2,8,80,1
2171,34,2,2,227,1
2172,11,1,8,82,2
2173,11,1,6,68,1
2174,11,1,8,71,3
2175,11,1,8,71,4
2176,11,1,8,71,1
2177,11,1,8,71,8
2178,11,4,8,55,1
2179,34,2,2,232,1
2180,11,1,2,66,1
2181,15,2,8,71,2
2182,11,1,8,54,1
2183,11,1,8,70,10
2184,11,1,6,54,1
2185,11,1,8,73,1
2186,34,2,2,228,23
2187,15,2,8,71,1
2188,15,2,8,82,8
2189,11,1,8,44,1
2190,11,1,2,71,2
2191,11,1,8,54,2
2192,34,2,2,232,2
2193,11,1,8,155,1
2194,11,1,8,73,1
2195,11,2,8,44,1
2196,11,1,8,71,2
2197,20,1,2,134,1
2198,11,1,6,68,1
2199,34,2,2,232,3
2200,34,2,2,229,1
2201,34,2,2,227,1
2202,11,1,6,54,1
2203,34,2,2,227,2
2204,34,2,2,232,1
2205,15,2,8,80,1
2206,21,1,2,135,1
2207,34,2,2,232,1
2208,15,2,8,82,5
2209,11,1,8,73,9
2210,11,1,8,23,2
2211,11,1,8,55,3
2212,11,1,8,54,3
2213,15,2,8,82,10
2214,15,2,8,80,1
2215,34,2,2,233,2
2216,15,2,8,82,30
2217,11,1,8,73,9
2218,34,2,2,227,1
2219,11,1,8,54,1
2220,11,1,8,54,7
2221,15,2,8,82,2
2222,11,1,8,82,15
2223,11,1,8,170,1
2224,11,1,8,55,9
