id,mean_et,mean_st,mean_rt,mean_lf,mean_vol
868,34.5,2,2,272,43.5
869,35,4,2,312,1
870,34.5,2,2,272,1
871,34.5,2,2,269.5,11
872,15,2,8,141.5,5.75
873,9.33333333333333,1,8,105,3.5
874,13,1,8,142.5,78.5
875,11,1,8,188,2.5
876,34.5,2,2,272,26
877,12,1,7,181.5,1.83333333333333
878,11,2,8,62,1
879,34.5,2,2,272,9
880,13,1,8,132,11.5
881,11,2,8,73,1
882,10,5,3,37,1
883,11,2,8,54,2
884,26.6666666666667,1,5,221.375,1.25
885,34.5,2,2,272.5,3.5
886,13,1,8,132,3
887,34.5,2,2,273.333333333333,2.33333333333333
888,10,4,3,96,2
889,34.5,2,2,274.545454545455,40.8181818181818
890,26.6666666666667,1,8,137.25,5.75
891,34.5,2,2,273.333333333333,3.66666666666667
892,34.5,2,2,272,1
893,13,1,8,128.25,14.75
894,15,2,8,81,3.5
895,34.5,2,2,261,1.5
896,11,1,8,113,1
897,34.5,2,2,272.5,39.5
898,35,4,2,310.666666666667,1
899,34.5,2,2,273.333333333333,26.5
900,11,4,8,97.5,1.5
901,15,2,8,137.25,22.5
902,15,2,8,142.5,2.5
903,15,2,8,142.5,5.5
904,11,1,8,61.5,1
905,13,1,8,134.428571428571,15.8571428571429
906,11,1,8,148,7.5
907,15,2,8,82,10
908,34.5,1,5,118.666666666667,14
909,11,2,8,113,2
910,13,1,8,125.4,3.2
911,43,1,2,330.5,30.3333333333333
912,11,1,8,141.5,3
913,34.5,2,2,271.666666666667,18.1666666666667
914,12.5,2,6,170,1
915,11,1,8,130.5,3
916,34.5,2,2,270.5,1
917,34.5,2,2,272,3
918,34.5,2,2,268,1
919,29.6666666666667,1,2,225.25,8.25
920,34.5,2,2,272,1.5
921,11,1,8,134,4.5
922,21.5,1,4.5,220.5,1.5
923,34.5,2,2,271.666666666667,1
924,13,1,8,137.25,5.75
925,34.5,2,2,272,1
926,24,1,2,278.5,2
927,11,1,8,113,1
928,11,1,8,134,49.5
929,34.5,2,2,269.5,2.75
930,11,1,8,134,9.5
931,35,4,2,309.5,1
932,34.5,2,2,272.5,18.25
933,17.5,1,5,195.25,1.75
934,34.5,2,2,269.5,1.5
935,34.5,1,8,142.5,16.5
936,35,4,2,358,2
937,13,1,8,97.5,11.25
938,15,2,8,76.5,1.5
939,15,2,8,142.5,7.5
940,23,4,7,306,1
941,26.6666666666667,1,5,197.666666666667,1.66666666666667
942,34.5,2,2,272,20
943,35,4,2,312,1
944,34.5,2,2,273.333333333333,3.33333333333333
945,34.5,2,2,269,20.5
946,27.5,1,2,217.5,1
947,15,2,8,142.5,8
948,11,1,8,97.3333333333333,4
949,11,1,8,118.333333333333,1
950,34.5,2,2,273.333333333333,4.16666666666667
951,50,1,2,289,1
952,12,1,7,201,3.5
953,10,4,3,154,1
954,17,1,7.5,212.333333333333,1
955,27.5,1,2,218,1
956,11,1,8,140.5,4.5
957,15,2,8,69,2.5
958,34.5,2,2,272.5,1.5
959,11,1,8,119,2.5
960,13,1,8,108.5,13.25
961,11,1,8,97.3333333333333,62.6666666666667
962,34.5,2,2,274,2.25
963,15.5,1,5,178,1
964,11,1,8,134,3
965,13,1,8,141.5,14
966,34.5,2,2,273.333333333333,56
967,43,1,2,330.5,4.5
968,29.6666666666667,1,2,218.75,1
969,18,1,10,328,2
970,27.5,1,2,218,1.66666666666667
971,34.5,2,2,281,3.6
972,20,1,2,176.5,1
973,34.5,2,2,272,13
974,34.5,2,2,269,10.5
975,11,2,8,134,2.5
976,34.5,2,2,272,1
977,34.5,1,5,121.666666666667,4.33333333333333
978,16,2,6.33333333333333,194.333333333333,1.66666666666667
979,15,2,8,81,2.5
980,34.5,2,2,266.5,4.75
981,12.5,2,6,68,1
982,11,4,8,54,2
983,34.5,2,2,275,118
984,34.5,2,2,272,7
985,11,1,8,134,5
986,13,1,8,140.5,6.5
987,12.5,1,6,105,3.5
988,11,1,8,141.5,12.5
989,18.5,4,6,182.333333333333,1.33333333333333
990,34.5,2,2,281,1.2
991,11,1,8,134,3.5
992,11,1,8,134,3
993,11,2,8,44,4
994,17.3333333333333,1,8.5,222.25,3.25
995,15,2,8,82,30
996,34.5,2,2,272,2.5
997,18.6666666666667,1,7.5,211,2
998,11,1,8,134,6
999,15,2,8,118.666666666667,2.66666666666667
1000,11,1,8,97.3333333333333,2.33333333333333
1001,20,1,2,176.5,2
1002,11,1,8,113,10
1003,34.5,2,2,272,12
1004,12,1,7,173.333333333333,1
1005,11,1,8,112,1
1006,11,1,8,54,2
1007,11,1,8,80,1
1008,11,1,8,113,2
1009,20,1,2,219,1
1010,24,1,2,278.5,1
1011,35,4,2,314,1.5
1012,34.5,2,2,272.5,1.5
1013,29.6666666666667,1,2,224.25,3.25
1014,29.6666666666667,1,2,224.25,7.25
1015,12.5,2,6,61,1.5
1016,34.5,2,2,272,2
1017,35,4,2,301,1
1018,15,2,8,141.5,7
1019,34.5,2,2,272,2
1020,34.5,2,2,269.5,1.25
1021,34.5,2,2,272,40
1022,12,1,7,216.25,3
1023,11,1,8,121.75,4.5
1024,35,4,2,311.666666666667,1
1025,16.5,1,7.5,199.666666666667,1
1026,11,2,8,136,3
1027,34.5,2,2,270.666666666667,1.16666666666667
1028,27.5,1,2,218,1
1029,34.5,2,2,269,26.75
1030,11,2,8,129.25,1.25
1031,15,2,8,118.666666666667,9
1032,34.5,2,2,273,1.5
1033,34.5,2,2,275,1
1034,11,2,8,118.5,1
1035,29.75,1,4.66666666666667,87.3333333333333,1.33333333333333
1036,32.5,1,5,135,1
1037,34.5,2,2,272,20.5
1038,34.5,2,2,272,1
1039,13,1,8,110,5.16666666666667
1040,34.5,2,2,273,1
1041,15,2,8,142.5,14.5
1042,34.5,2,2,272,3
1043,18.6666666666667,2,7.5,166.285714285714,7.57142857142857
1044,23,4,7,264.5,1
1045,11,2,8,134,6.5
1046,11,2,8,134,1.5
1047,34.5,2,2,272.5,17.75
1048,15,2,8,140.5,1.5
1049,34.5,2,2,285.666666666667,1.66666666666667
1050,12,1,7,173.333333333333,1.66666666666667
1051,34.5,2,2,269,30.5
1052,15,2,8,132,5
1053,11,1,8,54,2
1054,11,1,8,68,2
1055,34.5,2,2,269.5,15.5
1056,26.6666666666667,1,8,115.333333333333,4.66666666666667
1057,19,1,3,318,1
1058,34.5,2,2,269.5,1
1059,34.5,2,2,271.5,2.25
1060,11,1,8,77.5,1
1061,15,2,8,142.5,18.5
1062,11,2,8,112,1
1063,12.5,1,6,97.3333333333333,3.66666666666667
1064,13,1,8,141.5,8.5
1065,15,2,8,142.5,61.5
1066,34.5,2,2,273.333333333333,1.16666666666667
1067,34.5,2,2,273.333333333333,5.16666666666667
1068,11,1,8,170,2
1069,34.5,2,2,281.6,2
1070,11,1,8,51,1
1071,34.5,2,2,272,3
1072,15,2,8,142.5,7
1073,15,2,8,142.5,55.5
1074,12,1,7,170.5,1
1075,34.5,2,2,272,6
1076,13,1,8,114,49.5
1077,34.5,2,2,272,3
1078,11,1,8,130.5,5.5
1079,34.5,2,2,272,1.5
1080,11,1,8,113,8
1081,34.5,2,2,274,8.5
1082,13,1,8,137.25,29.75
1083,34.5,2,2,273.333333333333,58
1084,11,2,8,55,1
1085,34.5,2,2,281,69.2
1086,11,1,8,87,2
1087,15,2,8,76.5,3.5
1088,34.5,1,8,82,4
1089,34.5,2,2,272,5
1090,34.5,2,2,272,1
1091,38.5,1,7.5,265.5,1
1092,32,4,8,280,2
1093,34,2,2,229.5,1
1094,34.5,2,2,272,3.5
1095,11,2,8,170,1
1096,11,1,8,113,19.5
1097,34.5,2,2,273.666666666667,1.66666666666667
1098,11,1,8,134,4
1099,34.5,2,2,273,2
1100,34.5,2,2,274.454545454545,5.18181818181818
1101,34.5,2,2,269.5,19
1102,15,2,8,142.5,11
1103,43,2,2,352.25,1.5
1104,22.3333333333333,1,5,95.3333333333333,10.6666666666667
1105,27.5,1,2,218,1
1106,13,1,8,137.25,3.75
1107,13,1,8,109,9
1108,29.6666666666667,1,2,247.428571428571,2.28571428571429
1109,16,1,5,178.666666666667,1
1110,15,2,8,142.5,25.5
1111,11,1,8,170,3
1112,12.5,1,6,105,6
1113,34.5,2,2,287,5.33333333333333
1114,34.5,2,2,283.666666666667,6.66666666666667
1115,34.5,2,2,272,16.5
1116,27.5,1,2,254.6,4
1117,11,2,8,68,2
1118,34.5,2,2,272.5,1
1119,34.5,2,2,272,3.5
1120,11,1,8,134,4
1121,11,1,8,114,3.66666666666667
1122,11,2,8,55,1
1123,11,2,8,68,1
1124,34.5,2,2,269.5,1.5
1125,12.5,1,6,112,6.5
1126,13,1,8,132.333333333333,2
1127,15,2,8,142.5,7.5
1128,29.6666666666667,1,2,239.6,1.2
1129,34.5,2,2,272,21.5
1130,17.6666666666667,1,5.66666666666667,191,1.2
1131,34.5,2,2,271.142857142857,30.6428571428571
1132,11,1,8,122.666666666667,31
1133,11,1,8,141.5,2.5
1134,11,1,8,162.5,8
1135,11,1,8,112,6
1136,34.5,2,2,272,8
1137,13,1,6,345,1
1138,13,1,8,162,7.33333333333333
1139,15,2,8,142.5,1
1140,26.6666666666667,1,5,141.5,12
1141,34.5,2,2,274,5.5
1142,34.5,2,2,273.333333333333,9
1143,11,2,8,134,5
1144,13,1,8,137.25,10.75
1145,20,1,2,176.5,1
1146,13,1,8,114,6
1147,34.5,2,2,272,5
1148,27.5,1,2,254.6,1
1149,50,1,2,331.5,1.5
1150,11,2,8,87,1
1151,13,1,8,109,1
1152,11,1,8,73,4
1153,15,2,8,142.5,5.5
1154,26.6666666666667,1,5,127.25,1.25
1155,34,2,2,229.5,1
1156,12,1,7,165.666666666667,1
1157,13,1,8,132,4
1158,29.6666666666667,1,2,224.25,1
1159,34.5,2,2,257,1
1160,34.5,2,2,272,39
1161,11,1,8,113,8.5
1162,34.5,2,2,273.333333333333,2.5
1163,16,1,6.33333333333333,184.75,1.25
1164,15,1,6.25,219.9,14
1165,34.5,2,2,278,6.85714285714286
1166,11,1,8,134,3
1167,34.5,2,2,272.5,51.75
1168,34.5,2,2,272,2
1169,12,1,7,153,4.66666666666667
1170,15,2,8,142.5,15
1171,11,1,8,112,9.5
1172,34.5,2,2,272,3.5
1173,15,2,8,82,2
1174,13.3333333333333,1,5,153.714285714286,4.71428571428571
1175,18.6666666666667,2,7.5,228.666666666667,3.66666666666667
1176,32.5,1,5,248,1.5
1177,15,2,8,142.5,16.5
1178,15,2,8,142.5,44.5
1179,34.5,2,2,271.2,21.1
1180,34.5,2,2,272,9
1181,34.5,2,2,271.75,1.375
1182,12,1,7,216.25,1
1183,34.5,2,2,272,6.5
1184,18,1,5.25,169.4,1.8
1185,35,4,2,312,1
1186,20,1,2,176.5,1
1187,15,2,8,71,1
1188,34.5,2,2,274,2.25
1189,11,2,8,61,1.5
1190,13,1,8,128.25,16.5
1191,15,2,8,141.5,8.25
1192,12,1,7,173.333333333333,2
1193,11,1,8,112,1
1194,11,1,8,112,2
1195,11,1,8,141.5,8.5
1196,23,4,7,306,1
1197,34.5,2,2,274,7.5
1198,11,1,8,125.666666666667,6
1199,34.5,2,2,272,12
1200,13,1,8,140.5,10.5
1201,43.6666666666667,1,2,339.2,5.2
1202,34.5,2,2,283.666666666667,1.66666666666667
1203,26.6666666666667,1,5,211.818181818182,1.72727272727273
1204,20,1,2,176.5,2
1205,34.5,2,2,271.666666666667,46.5
1206,15,2,8,109.333333333333,4
1207,15,2,8,132,5.5
1208,34.5,2,2,272.5,10.5
1209,13,1,8,142.5,4
1210,29.6666666666667,1,2,239.6,1.4
1211,11,1,8,55,2
1212,34.5,2,2,273.333333333333,45.8333333333333
1213,29.6666666666667,1,2,218.666666666667,1
1214,34.5,2,2,286,1
1215,20,1,2,176.5,3
1216,11,1,8,136,10.5
1217,34.5,2,2,271,10.875
1218,34.5,2,2,274.636363636364,30.3636363636364
1219,34.5,2,2,272,2
1220,18.6666666666667,2,7.5,197.428571428571,2.14285714285714
1221,12.6666666666667,1,6,166.6,1
1222,13,1,8,136.5,10
1223,26.6666666666667,2,5,221.75,1
1224,34.5,2,2,272,25
1225,11,1,8,112,2
1226,11,1,8,134,5.5
1227,34.5,2,2,272,10
1228,34,2,2,229.5,2
1229,34.5,2,2,272.5,2.5
1230,11,1,8,160,1
1231,11,1,8,112,2.5
1232,29.6666666666667,1,2,218.75,1
1233,13,1,8,141.5,18.25
1234,26.6666666666667,1,5,136.5,1.5
1235,13,1,8,141.5,5
1236,12.5,1,6,105,5.5
1237,11,1,8,141.5,2
1238,29.6666666666667,1,2,218.75,1
1239,34.5,2,2,272,24
1240,11,1,8,177.75,2
1241,15,2,8,142.5,6.5
1242,34.5,2,2,273.333333333333,54.1666666666667
1243,34.5,2,2,283.666666666667,1.33333333333333
1244,34.5,2,2,269.5,1
1245,13,1,8,103.333333333333,2
1246,13,1,8,140.5,5
1247,13,1,8,104.75,1.75
1248,15.25,1,6.25,229.6,2.2
1249,34.5,2,2,260.333333333333,3.33333333333333
1250,34.5,2,2,261,1
1251,15,2,8,142.5,24.5
1252,15.5,1,5,144.25,1
1253,13,1,8,137.25,8
1254,34.5,2,2,270.666666666667,18.1666666666667
1255,15,2,8,142.5,3
1256,11,1,8,134,11.5
1257,11,1,8,56,1
1258,11,1,8,112,1
1259,17.5,1,5,139.666666666667,6.66666666666667
1260,34.5,2,2,272.5,3.5
1261,34.5,2,2,271.75,6.375
1262,12,1,7,165.666666666667,1
1263,34.5,2,2,272,4.5
1264,15.3333333333333,1,5,139.5,3.5
1265,34.5,2,2,273,1
1266,34.5,2,2,272,2.5
1267,11,1,8,141.5,2.5
1268,29.6666666666667,1,2,239.6,3.4
1269,11,1,8,125.666666666667,35.3333333333333
1270,34.5,2,2,273,1.5
1271,35,4,2,314,1
1272,11,1,8,116.75,1.75
1273,29.6666666666667,1,2,218.75,1
1274,34,2,2,234,1
1275,13,1,8,140.5,14.5
1276,13,1,8,132,2
1277,11,1,8,112,1
1278,12,1,7,210.5,1
1279,20,1,2,134,1
1280,14.6666666666667,1,5,157.833333333333,2.5
1281,34.5,2,2,272,8.5
1282,32.5,2,5,259,1.66666666666667
1283,34.5,2,2,272,6.5
1284,15,2,8,142.5,7
1285,34.5,2,2,269,3.25
1286,11,1,8,113,7.5
1287,34.5,2,2,272.5,1.25
1288,20,1,2,176.5,1
1289,34.5,2,2,271.5,12.75
1290,35,4,2,309.5,1
1291,11,1,8,113,6.5
1292,20,1,2,219,1
1293,34.5,2,2,271.5,16.5
1294,12,1,7,165.666666666667,4
1295,12.5,2,6,46,7
1296,15,2,8,142.5,9
1297,34.5,2,2,269.5,4.5
1298,11,1,8,170,1
1299,11,2,8,73,1
1300,21.5,1,4.5,219.666666666667,1
1301,34.5,2,2,259.666666666667,10.3333333333333
1302,34.5,2,2,270.666666666667,1.83333333333333
1303,21.6666666666667,1,4.66666666666667,104,1
1304,11,1,8,121.75,4.75
1305,13,1,8,121.25,97.625
1306,34.5,2,2,272,4
1307,43,1,2,329.5,9
1308,34.5,2,2,269,1
1309,11,1,8,103,1
1310,11,1,8,134,6
1311,35,4,2,301,2
1312,34.5,2,2,281,60.8
1313,15,2,8,142.5,12
1314,15,2,8,142.5,8.5
1315,34.5,2,2,272,1
1316,11,2,8,113,1
1317,13,1,8,138.333333333333,7.33333333333333
1318,15.5,1,5,159,1.5
1319,11,1,8,112,1.5
1320,11,2,8,70,1
1321,28.3333333333333,1,9,186,3.2
1322,13,1,8,115.333333333333,3.33333333333333
1323,27.5,1,2,284.75,1
1324,18.6666666666667,2,7.5,220.75,3.75
1325,34.5,2,2,270.666666666667,5.33333333333333
1326,15,2,8,141.5,6
1327,11,1,8,134,2
1328,34.5,2,2,283.666666666667,12.3333333333333
1329,12,1,7,141.25,1
1330,13,1,8,121,10
1331,15,2,8,137.25,9.75
1332,15,2,8,121,26
1333,34.5,2,2,281,80.2
1334,17.5,2,6.33333333333333,197.625,2.125
1335,11,1,8,112,2
1336,35,4,2,312,1
1337,34.5,2,2,273,1
1338,17.3333333333333,1,5,133.375,3.375
1339,13,1,8,142.5,11
1340,34.5,2,2,274,1.5
1341,20,1,2,176.5,2
1342,18.6666666666667,2,7.5,200,4
1343,34.5,2,2,271.75,1.75
1344,15,2,8,142.5,20
1345,11,1,8,180.333333333333,4.33333333333333
1346,11,1,8,133.5,1
1347,34.5,2,2,272.5,1
1348,10.5,2,5.5,102.75,1
1349,15,2,8,140.5,2
1350,13,1,8,132,9
1351,34.5,2,2,277.666666666667,2.41666666666667
1352,29.75,1,4.66666666666667,104,2
1353,35,4,2,312.5,1
1354,34.5,2,2,273.333333333333,2.66666666666667
1355,34.5,2,2,273.333333333333,61.6666666666667
1356,15,2,8,71,1
1357,34.5,2,2,269.5,1
1358,34.5,2,2,281.4,1
1359,34.5,2,2,272,11
1360,34.5,2,2,283.666666666667,8.33333333333333
1361,34.5,2,2,272,21
1362,13,1,8,95.3333333333333,1.33333333333333
1363,11,1,8,54,1
1364,20,1,2,176.5,1
1365,20,1,2,134,1
1366,12.5,1,6,105,1
1367,13,1,8,132,6
1368,15,2,8,142.5,54
1369,34.5,2,2,269,3
1370,11,1,8,170,1
1371,11,1,8,112,2.5
1372,17.5,1,5,195.25,2
1373,13,1,8,141.5,9
1374,34.5,2,2,273.333333333333,5.83333333333333
1375,20,1,2,134,1
1376,11,1,8,135.5,2.33333333333333
1377,31,4,8,279,1
1378,15,2,8,132,5
1379,17.1666666666667,1,5.4,186.307692307692,10.3076923076923
1380,11,1,8,112,2
1381,11,1,8,131.5,1
1382,15,2,8,142.5,5.5
1383,11,1,8,112,2
1384,11,1,8,134,6.5
1385,34.5,2,2,273.333333333333,10
1386,12,1,7,170.5,2
1387,34.5,2,2,269.5,1
1388,34.5,2,2,271.75,4.125
1389,26.3333333333333,1,5.5,167,1.8
1390,5.33333333333333,1,8,114.2,1.6
1391,11,1,8,134,3
1392,34.5,2,2,276.857142857143,9.57142857142857
1393,22.5,4,7,264,6.25
1394,11,1,8,113,1
1395,11,1,8,134,8
1396,20,1,2,176.5,1
1397,35,4,2,312,2
1398,11,1,8,114,2
1399,13,1,8,80,2
1400,34.5,2,2,273,5
1401,11,1,8,54,4
1402,26.6666666666667,2,5,258,1
1403,34.5,2,2,273.333333333333,31.5
1404,29.6666666666667,1,2,218.666666666667,1
1405,34.5,2,2,278.142857142857,4.42857142857143
1406,24.3333333333333,1,5,130.5,7
1407,35,4,2,312,1
1408,34.5,2,2,272,4.5
1409,11,4,8,54,1
1410,34.5,2,2,272,2
1411,13,1,8,132,4.5
1412,34.5,2,2,269.5,1
1413,20,1,2,176.5,1
1414,34.5,2,2,272,26
1415,13,1,8,137.25,11.5
1416,35,4,2,309,1
1417,13,1,8,141.5,20
1418,11,1,8,141.5,5
1419,34.5,2,2,274,5.75
1420,12.6666666666667,1,6,175.333333333333,1.33333333333333
1421,13,1,8,142.5,19.5
1422,34.5,2,2,271.666666666667,56.3333333333333
1423,11,2,8,68,1
1424,34.5,2,2,283.666666666667,2
1425,11,2,8,54,1
1426,15,2,8,106.333333333333,72.3333333333333
1427,27,1,5,196.8,1.2
1428,11,1,8,80,1
1429,26.6666666666667,1,5,222.857142857143,1
1430,32,4,8,280,1
1431,11,1,8,130.5,2
1432,35,4,2,309.5,1
1433,34.5,2,2,273,8
1434,35,4,2,312,1
1435,13,1,8,132,15
1436,34.5,2,2,269.5,2.5
1437,13,1,8,138.333333333333,9.5
1438,11,1,8,167,2
1439,11,1,8,134,13
1440,11,1,8,113,12
1441,28.3333333333333,1,5,144.75,4
1442,34,3,5,187.5,1
1443,34.5,2,2,286.666666666667,1.33333333333333
1444,13,1,8,141.5,2.25
1445,34.5,2,2,273.333333333333,7.83333333333333
1446,34.5,2,2,272,25
1447,37.6666666666667,1,2,289.25,2
1448,11,1,8,69.5,1
1449,20,1,2,134,1
1450,35,4,2,309.5,1
1451,11,1,8,134,3
1452,13,1,8,121,1.33333333333333
1453,11,1,8,80,1
1454,34.5,2,2,272,10
1455,26.6666666666667,1,5,137.25,4.5
1456,11,1,8,109,347
1457,34.5,2,2,278.142857142857,7.14285714285714
1458,34.5,2,2,254.444444444444,33.5555555555556
1459,11,1,8,134,2.5
1460,34.5,2,2,272,16
1461,13,1,8,140.5,1
1462,34.5,2,2,272,5.5
1463,29.6666666666667,1,2,218.75,1
1464,11,1,8,112,2
1465,15,2,8,142.5,14
1466,34.5,2,2,269.5,2
1467,13,1,8,141.5,21.5
1468,34.5,2,2,272,5
1469,34.5,2,2,274,59.75
1470,14,1,8,255.2,1.8
1471,13,1,8,142.5,6
1472,34.5,2,2,273,15.75
1473,11,1,8,141.5,3
1474,15,2,8,137.25,7.75
1475,18.5,4,5.5,306,1
1476,35,4,2,312,2
1477,15,2,8,141.5,5.25
1478,34.5,2,2,272.2,6.4
1479,11,2,8,113,2.5
1480,46.5,1,2,284.5,224
1481,11,1,8,112,8.5
1482,20,1,2,134,1
1483,12.6666666666667,1,6,143.5,1.83333333333333
1484,34.5,2,2,272,14
1485,11,1,8,112,2
1486,20,1,2,176.5,1
1487,11,1,8,44,1
1488,34.5,2,2,272,8
1489,34.5,2,2,271.5,2.5
1490,29.6666666666667,1,2,224.25,1.25
1491,11,1,8,99.5,1
1492,11,2,8,113,1
1493,15,2,8,121.666666666667,3
1494,15,2,8,82,6
1495,13,1,8,129.5,3.75
1496,13,1,8,141.5,13.75
1497,13,1,8,137,7
1498,13,1,8,137.25,14.75
1499,35,4,2,309.75,1
1500,11,1,8,80,2
1501,34.5,2,2,272,5
1502,43,1,2,329.5,9.5
1503,34.5,2,2,271.5,11.75
1504,34.5,2,2,273.333333333333,1.66666666666667
1505,13,1,8,140.5,7
1506,34.5,2,2,283.666666666667,3.66666666666667
1507,11,1,8,70,1
1508,15,2,8,142.5,35.5
1509,34.5,2,2,271.75,5
1510,20,1,2,176.5,1
1511,43,1,2,329.5,15.5
1512,34.5,2,2,254.444444444444,28.3333333333333
1513,26.6666666666667,1,8,116,11.6666666666667
1514,34.5,2,2,272,3.5
1515,11,1,8,54,1
1516,34.5,2,2,273.333333333333,1.33333333333333
1517,34.5,2,2,287,2.33333333333333
1518,34.5,2,2,272,3.5
1519,20,1,2,176.5,3
1520,11,2,8,68,1
1521,30,5,9,175.5,7
1522,11,1,8,209,1
1523,15,2,8,140.5,1
1524,34.5,2,2,285.666666666667,1
1525,17,2,7.5,149,2
1526,18,1,5.66666666666667,146.857142857143,1.57142857142857
1527,11,2,8,68,1
1528,11,1,8,141.5,3.5
1529,12.5,2,6,112,1
1530,15,2,8,81,1.5
1531,34.5,2,2,272,3
1532,11,2,8,55,1
1533,34.5,2,2,286.666666666667,12
1534,34.5,2,2,269.666666666667,1
1535,11,2,8,54,2
1536,13,1,8,141.5,12.75
1537,34.5,2,2,269.5,1
1538,22,4,7,262.5,1.5
1539,22,5,6,206,1
1540,11,1,8,97.3333333333333,1.33333333333333
1541,43,1,2,321.6,1
1542,34.5,2,2,279.571428571429,8.71428571428571
1543,15,2,8,142.5,10.5
1544,24,1,2,278.5,3
1545,21.5,1,8,244.5,1
1546,17,1,7.5,190.5,2.5
1547,34.5,2,2,270.666666666667,30
1548,15,2,8,82,4
1549,34.5,2,2,273.333333333333,3
1550,13,1,8,106.333333333333,4.66666666666667
1551,15,2,8,121.666666666667,9
1552,34.5,2,2,284.166666666667,13.3333333333333
1553,11,1,8,125.666666666667,9
1554,34.5,2,2,274,1.75
1555,11,1,8,134,3
1556,11,1,8,130.5,3.5
1557,34.5,2,2,274,2
1558,34.5,2,2,253,1
1559,34.5,2,2,273,12
1560,34.5,2,2,269,4
1561,34.5,2,2,273.333333333333,3.66666666666667
1562,34.5,2,2,265,1.6
1563,15,2,8,142.5,37
1564,34.5,2,2,272,20.5
1565,20,1,2,176.5,1
1566,13,1,8,132,3
1567,34.5,2,2,266.714285714286,2
1568,15,2,8,82,16
1569,34.5,1,5,121.666666666667,3.66666666666667
1570,11,1,8,148,2
1571,43,1,2,329.5,8.75
1572,34.5,2,2,273.333333333333,2.16666666666667
1573,15,2,8,137.25,16.5
1574,13,1,8,141.5,4.25
1575,27.5,1,2,217.5,1
1576,34.5,2,2,272.5,8.5
1577,27.5,1,2,218,1
1578,34.5,2,2,278.25,4.5
1579,11,1,8,125.666666666667,103.333333333333
1580,34.5,2,2,273.333333333333,3
1581,13,1,8,133.5,1.25
1582,34.5,2,2,270.333333333333,34.6666666666667
1583,15,2,8,137.25,4.75
1584,29.6666666666667,1,2,218.75,1
1585,34.5,2,2,273.333333333333,3.33333333333333
1586,13,1,8,137.25,14.5
1587,34,2,2,229.5,1
1588,13,1,8,140.5,3
1589,11,1,8,131.375,6
1590,15,2,8,142.5,7
1591,11,1,8,134,24.5
1592,34.5,2,2,272,3
1593,15.5,1,5,144.75,1
1594,34.5,2,2,274,1.75
1595,11,1,8,134,2.5
1596,15,2,8,106,23.25
1597,13,1,8,132,1.5
1598,11,1,8,99.5,9
1599,15.5,1,5,148,1
1600,13,1,8,142.5,8.5
1601,11,1,8,148,2
1602,15,1,8,68,1
1603,11,2,8,134,1.5
1604,34.5,2,2,272,1
1605,29.6666666666667,1,2,218.75,1
1606,34.5,2,2,272,166
1607,15,2,8,142.5,5
1608,15,2,8,142.5,1
1609,11,1,8,127.25,5.25
1610,35,4,2,238,2
1611,11,2,8,70.5,1.5
1612,11,2,8,86,1
1613,11,1,8,141.5,14
1614,34.5,2,2,270.666666666667,1
1615,15,2,8,142.5,5
1616,16.6666666666667,1,5,209,1.33333333333333
1617,34.5,2,2,269,22.5
1618,15.5,1,5,155.75,1
1619,19,1,6.66666666666667,173,1.75
1620,15,2,8,142.5,4
1621,11,1,8,170,1
1622,20,1,2,176.5,1
1623,20,1,2,176.5,1
1624,11,1,8,112,2.5
1625,23,4,7,306,1
1626,34.5,2,2,272,15
1627,27.5,1,2,218,1
1628,34.5,2,2,272,1
1629,34.5,2,2,271.75,3.5
1630,15,2,8,118.666666666667,9.66666666666667
1631,13,1,8,114,2
1632,34.5,2,2,269.5,1
1633,18.6666666666667,2,7.5,221,4
1634,54,1,2,360,3
1635,11,2,8,119,1
1636,34.5,2,2,275,6
1637,11,2,8,134,2.5
1638,34.5,2,2,273.333333333333,2.33333333333333
1639,34.5,2,2,287,1
1640,34.5,2,2,271.666666666667,24.3333333333333
1641,54,1,2,360,1
1642,15,2,8,140.5,3
1643,11,1,8,137.333333333333,1.33333333333333
1644,20.5,1,8.5,154.75,2.25
1645,15,2,8,142.5,7.5
1646,11,1,8,112,3
1647,11,2,8,181,1
1648,34.5,2,2,274,2.5
1649,11,4,8,134,1.5
1650,11,1,8,170,2
1651,20,1,2,176.5,1
1652,15,2,8,142.5,7.5
1653,43.5,1,2,337.714285714286,5.28571428571429
1654,20,1,2,176.5,1
1655,35,4,2,309,1
1656,34.5,2,2,272,44
1657,34.5,2,2,280.3,36.6
1658,34.5,2,2,278.142857142857,4.71428571428571
1659,35,4,2,312,1
1660,34.5,2,2,272,17
1661,34.5,2,2,274,1.5
1662,26.6666666666667,1,5,221.375,1
1663,29.6666666666667,1,2,260.7,1.4
1664,34.5,2,2,272,1
1665,15,2,8,142.5,10
1666,15,2,8,82,1
1667,13,1,8,114.833333333333,82.5
1668,15,1,6.25,228,2.83333333333333
1669,54,4,2,361,1.5
1670,11,1,8,134,18.5
1671,15,2,8,132,1
1672,34.5,2,2,272,3
1673,27.5,1,2,217.5,1
1674,18.6666666666667,4,7.5,220.75,6.5
1675,34.5,2,2,271.333333333333,86.8333333333333
1676,12,1,7,170.5,2.5
1677,37,1,2,268.75,1
1678,35,4,2,309.5,1
1679,20,1,2,176.5,1
1680,13,1,8,115.333333333333,12
1681,20,1,2,134,1
