id,max_et,max_st,max_rt,max_lf,max_vol
1150,11,2,8,87,1
1151,15,1,8,167,1
1152,11,1,8,73,4
1153,15,2,8,203,6
1154,35,1,8,211,2
1155,34,2,2,232,1
1156,13,1,8,273,1
1157,15,1,8,193,5
1158,35,1,2,312,1
1159,35,2,2,312,1
1160,35,2,2,312,39
1161,11,1,8,171,9
1162,35,2,2,315,3
1163,23,1,8,306,2
1164,22,1,8,347,63
1165,35,2,2,316,30
1166,11,1,8,195,4
1167,35,2,2,313,92
1168,35,2,2,312,2
1169,13,1,8,273,11
1170,15,2,8,203,18
1171,11,1,8,170,16
1172,35,2,2,312,4
1173,15,2,8,82,2
1174,20,1,8,219,21
1175,23,2,8,306,4
1176,54,1,8,362,2
1177,15,2,8,203,22
1178,15,2,8,203,46
1179,35,2,2,314,84
1180,35,2,2,312,11
1181,35,2,2,315,2
1182,13,1,8,345,1
1183,35,2,2,312,7
1184,23,1,8,306,4
1185,35,4,2,312,1
1186,20,1,2,219,1
1187,15,2,8,71,1
1188,35,2,2,315,3
1189,11,2,8,68,2
1190,15,1,8,203,58
1191,15,2,8,203,16
1192,13,1,8,273,2
1193,11,1,8,170,1
1194,11,1,8,170,2
1195,11,1,8,202,9
1196,23,4,7,306,1
1197,35,2,2,314,10
1198,11,1,8,195,7
1199,35,2,2,312,13
1200,15,1,8,201,13
1201,45,1,2,378,8
1202,35,2,2,312,2
1203,35,1,8,315,4
1204,20,1,2,219,2
1205,35,2,2,314,68
1206,15,2,8,183,7
1207,15,2,8,193,6
1208,35,2,2,313,14
1209,15,1,8,203,4
1210,35,1,2,312,2
1211,11,1,8,55,2
1212,35,2,2,315,137
1213,35,1,2,301,1
1214,35,2,2,313,1
1215,20,1,2,219,3
1216,11,1,8,202,20
1217,35,2,2,314,39
1218,35,2,2,314,69
1219,35,2,2,312,2
1220,23,2,8,306,5
1221,14,1,8,345,1
1222,15,1,8,203,31
1223,35,2,8,313,1
1224,35,2,2,312,25
1225,11,1,8,170,2
1226,11,1,8,195,6
1227,35,2,2,312,13
1228,34,2,2,232,2
1229,35,2,2,313,4
1230,11,1,8,160,1
1231,11,1,8,170,3
1232,35,1,2,301,1
1233,15,1,8,203,20
1234,54,1,8,203,2
1235,15,1,8,203,12
1236,14,1,8,163,9
1237,11,1,8,202,2
1238,35,1,2,301,1
1239,35,2,2,312,25
1240,11,1,8,204,3
1241,15,2,8,203,8
1242,35,2,2,315,132
1243,35,2,2,312,2
1244,35,2,2,312,1
1245,15,1,8,172,2
1246,15,1,8,201,5
1247,15,1,8,201,3
1248,23,1,8,345,6
1249,35,2,2,313,5
1250,35,2,2,301,1
1251,15,2,8,203,34
1252,20,1,8,219,1
1253,15,1,8,203,19
1254,35,2,2,313,35
1255,15,2,8,203,4
1256,11,1,8,195,13
1257,11,1,8,56,1
1258,11,1,8,170,1
1259,20,1,8,203,12
1260,35,2,2,313,6
1261,35,2,2,315,10
1262,13,1,8,273,1
1263,35,2,2,312,5
1264,20,1,8,219,10
1265,35,2,2,313,1
1266,35,2,2,312,3
1267,11,1,8,202,4
1268,35,1,2,312,7
1269,11,1,8,195,55
1270,35,2,2,314,2
1271,35,4,2,315,1
1272,11,1,8,195,3
1273,35,1,2,301,1
1274,34,2,2,235,1
1275,15,1,8,201,18
1276,15,1,8,193,2
1277,11,1,8,170,1
1278,13,1,8,345,1
1279,20,1,2,134,1
1280,24,1,8,318,10
1281,35,2,2,312,9
1282,54,2,8,362,2
1283,35,2,2,312,7
1284,15,2,8,203,9
1285,35,2,2,310,4
1286,11,1,8,171,9
1287,35,2,2,313,2
1288,20,1,2,219,1
1289,35,2,2,314,26
1290,35,4,2,312,1
1291,11,1,8,171,7
1292,20,1,2,219,1
1293,35,2,2,314,33
1294,13,1,8,273,5
1295,14,2,8,46,7
1296,15,2,8,203,10
1297,35,2,2,312,7
1298,11,1,8,170,1
1299,11,2,8,73,1
1300,23,1,7,306,1
1301,35,2,2,312,15
1302,35,2,2,313,3
1303,40,1,8,162,1
1304,11,1,8,191,12
1305,15,1,8,203,516
1306,35,2,2,312,4
1307,44,1,2,376,17
1308,35,2,2,310,1
1309,11,1,8,161,1
1310,11,1,8,195,7
1311,35,4,2,301,2
1312,35,2,2,315,158
1313,15,2,8,203,12
1314,15,2,8,203,12
1315,35,2,2,312,1
1316,11,2,8,171,1
1317,15,1,8,203,16
1318,20,1,8,219,2
1319,11,1,8,170,2
1320,11,2,8,70,1
1321,30,1,9,240,4
1322,15,1,8,193,8
1323,35,1,2,312,1
1324,23,2,8,306,8
1325,35,2,2,313,6
1326,15,2,8,203,10
1327,11,1,8,195,3
1328,35,2,2,312,19
1329,13,1,8,273,1
1330,15,1,8,201,28
1331,15,2,8,203,24
1332,15,2,8,201,53
1333,35,2,2,315,116
1334,23,2,8,306,6
1335,11,1,8,170,2
1336,35,4,2,312,1
1337,35,2,2,313,1
1338,21,1,8,198,11
1339,15,1,8,203,12
1340,35,2,2,315,3
1341,20,1,2,219,2
1342,23,2,8,306,7
1343,35,2,2,315,3
1344,15,2,8,203,38
1345,11,1,8,204,10
1346,11,1,8,209,1
1347,35,2,2,313,1
1348,11,2,8,171,1
1349,15,2,8,201,3
1350,15,1,8,193,9
1351,35,2,2,315,8
1352,54,1,8,162,3
1353,35,4,2,313,1
1354,35,2,2,315,4
1355,35,2,2,315,114
1356,15,2,8,71,1
1357,35,2,2,312,1
1358,35,2,2,315,1
1359,35,2,2,312,12
1360,35,2,2,312,13
1361,35,2,2,312,22
1362,15,1,8,167,2
1363,11,1,8,54,1
1364,20,1,2,219,1
1365,20,1,2,134,1
1366,14,1,8,163,1
1367,15,1,8,193,6
1368,15,2,8,203,72
1369,35,2,2,310,3
1370,11,1,8,170,1
1371,11,1,8,170,4
1372,24,1,8,318,2
1373,15,1,8,203,16
1374,35,2,2,315,9
1375,20,1,2,134,1
1376,11,1,8,209,5
1377,31,4,8,279,1
1378,15,2,8,193,7
1379,23,1,8,345,55
1380,11,1,8,170,2
1381,11,1,8,195,1
1382,15,2,8,203,6
1383,11,1,8,170,2
1384,11,1,8,195,8
1385,35,2,2,315,36
1386,13,1,8,273,2
1387,35,2,2,312,1
1388,35,2,2,315,9
1389,30,1,9,219,2
1390,11,1,8,209,2
1391,11,1,8,195,4
1392,35,2,2,314,24
1393,23,4,7,306,13
1394,11,1,8,171,1
1395,11,1,8,195,9
1396,20,1,2,219,1
1397,35,4,2,312,2
1398,11,1,8,172,2
1399,15,1,8,80,2
1400,35,2,2,313,5
1401,11,1,8,54,4
1402,35,2,8,312,1
1403,35,2,2,315,93
1404,35,1,2,301,1
1405,35,2,2,315,8
1406,54,1,8,191,7
1407,35,4,2,312,1
1408,35,2,2,312,6
1409,11,4,8,54,1
1410,35,2,2,312,2
1411,15,1,8,193,6
1412,35,2,2,312,1
1413,20,1,2,219,1
1414,35,2,2,312,26
1415,15,1,8,203,38
1416,35,4,2,310,1
1417,15,1,8,203,30
1418,11,1,8,202,6
1419,35,2,2,315,13
1420,14,1,8,345,2
1421,15,1,8,203,28
1422,35,2,2,314,72
1423,11,2,8,68,1
1424,35,2,2,312,3
1425,11,2,8,54,1
1426,15,2,8,167,175
1427,40,1,8,365,2
1428,11,1,8,80,1
1429,35,1,8,354,1
1430,32,4,8,280,1
1431,11,1,8,191,2
1432,35,4,2,312,1
1433,35,2,2,313,8
1434,35,4,2,312,1
1435,15,1,8,193,22
1436,35,2,2,312,3
1437,15,1,8,203,26
1438,11,1,8,167,2
1439,11,1,8,195,16
1440,11,1,8,171,13
1441,54,1,8,219,7
1442,40,3,8,365,1
1443,35,2,2,314,2
1444,15,1,8,203,3
1445,35,2,2,315,11
1446,35,2,2,312,27
1447,47,1,2,370,3
1448,11,1,8,85,1
1449,20,1,2,134,1
1450,35,4,2,312,1
1451,11,1,8,195,4
1452,15,1,8,201,2
1453,11,1,8,80,1
1454,35,2,2,312,10
1455,54,1,8,203,8
1456,11,1,8,170,636
1457,35,2,2,315,10
1458,35,2,2,315,133
1459,11,1,8,195,3
1460,35,2,2,312,16
1461,15,1,8,201,1
1462,35,2,2,312,6
1463,35,1,2,301,1
1464,11,1,8,170,3
1465,15,2,8,203,27
1466,35,2,2,312,3
1467,15,1,8,203,27
1468,35,2,2,312,5
1469,35,2,2,315,97
1470,18,1,10,345,3
1471,15,1,8,203,8
1472,35,2,2,314,34
1473,11,1,8,202,4
1474,15,2,8,203,14
1475,23,4,7,306,1
1476,35,4,2,312,2
1477,15,2,8,203,12
1478,35,2,2,315,13
1479,11,2,8,171,3
1480,47,1,2,285,225
1481,11,1,8,170,9
1482,20,1,2,134,1
1483,14,1,8,273,4
1484,35,2,2,312,14
1485,11,1,8,170,2
1486,20,1,2,219,1
1487,11,1,8,44,1
1488,35,2,2,312,9
1489,35,2,2,314,3
1490,35,1,2,312,2
1491,11,1,8,157,1
1492,11,2,8,171,1
1493,15,2,8,203,5
1494,15,2,8,82,6
1495,15,1,8,193,7
1496,15,1,8,203,26
1497,15,1,8,203,18
1498,15,1,8,203,24
1499,35,4,2,312,1
1500,11,1,8,80,2
1501,35,2,2,312,5
1502,44,1,2,376,13
1503,35,2,2,314,22
1504,35,2,2,315,2
1505,15,1,8,201,11
1506,35,2,2,312,5
1507,11,1,8,70,1
1508,15,2,8,203,67
1509,35,2,2,315,9
1510,20,1,2,219,1
1511,44,1,2,376,24
1512,35,2,2,315,57
1513,54,1,8,203,26
1514,35,2,2,312,4
1515,11,1,8,54,1
1516,35,2,2,315,2
1517,35,2,2,315,4
1518,35,2,2,312,5
1519,20,1,2,219,3
1520,11,2,8,68,1
1521,30,5,9,218,8
1522,11,1,8,209,1
1523,15,2,8,201,1
1524,35,2,2,313,1
1525,23,2,8,223,2
1526,23,1,8,306,2
1527,11,2,8,68,1
1528,11,1,8,203,5
1529,14,2,8,170,1
1530,15,2,8,82,2
1531,35,2,2,312,3
1532,11,2,8,55,1
1533,35,2,2,314,20
1534,35,2,2,312,1
1535,11,2,8,54,2
1536,15,1,8,203,28
1537,35,2,2,312,1
1538,22,4,7,303,2
1539,30,5,9,349,1
1540,11,1,8,170,2
1541,44,1,2,376,1
1542,35,2,2,316,25
1543,15,2,8,203,18
1544,24,1,2,318,3
1545,32,1,8,280,1
1546,23,1,8,306,3
1547,35,2,2,313,80
1548,15,2,8,82,4
1549,35,2,2,315,8
1550,15,1,8,167,6
1551,15,2,8,203,21
1552,35,2,2,314,33
1553,11,1,8,195,13
1554,35,2,2,315,3
1555,11,1,8,195,3
1556,11,1,8,191,4
1557,35,2,2,315,2
1558,35,2,2,312,1
1559,35,2,2,314,27
1560,35,2,2,310,4
1561,35,2,2,315,6
1562,35,2,2,313,3
1563,15,2,8,203,71
1564,35,2,2,312,26
1565,20,1,2,219,1
1566,15,1,8,193,3
1567,35,2,2,315,3
1568,15,2,8,82,16
1569,54,1,8,203,6
1570,11,1,8,209,2
1571,44,1,2,376,11
1572,35,2,2,315,6
1573,15,2,8,203,43
1574,15,1,8,203,10
1575,35,1,2,301,1
1576,35,2,2,313,10
1577,35,1,2,301,1
1578,35,2,2,315,7
1579,11,1,8,195,172
1580,35,2,2,315,5
1581,15,1,8,196,2
1582,35,2,2,314,67
1583,15,2,8,203,15
1584,35,1,2,301,1
1585,35,2,2,315,6
1586,15,1,8,203,17
1587,34,2,2,232,1
1588,15,1,8,201,4
1589,11,1,8,209,17
1590,15,2,8,203,8
1591,11,1,8,195,31
1592,35,2,2,312,3
1593,20,1,8,219,1
1594,35,2,2,315,3
1595,11,1,8,195,3
1596,15,2,8,203,66
1597,15,1,8,193,2
1598,11,1,8,157,9
1599,20,1,8,219,1
1600,15,1,8,203,12
1601,11,1,8,209,2
1602,15,1,8,68,1
1603,11,2,8,195,2
1604,35,2,2,312,1
1605,35,1,2,301,1
1606,35,2,2,312,168
1607,15,2,8,203,6
1608,15,2,8,203,1
1609,11,1,8,202,10
1610,35,4,2,312,2
1611,11,2,8,87,2
1612,11,2,8,86,1
1613,11,1,8,202,16
1614,35,2,2,313,1
1615,15,2,8,203,8
1616,20,1,8,380,2
1617,35,2,2,310,24
1618,20,1,8,219,1
1619,28,1,9,240,2
1620,15,2,8,203,6
1621,11,1,8,170,1
1622,20,1,2,219,1
1623,20,1,2,219,1
1624,11,1,8,170,3
1625,23,4,7,306,1
1626,35,2,2,312,16
1627,35,1,2,301,1
1628,35,2,2,312,1
1629,35,2,2,315,8
1630,15,2,8,203,25
1631,15,1,8,172,2
1632,35,2,2,312,1
1633,23,2,8,306,10
1634,54,1,2,361,3
1635,11,2,8,170,1
1636,35,2,2,315,7
1637,11,2,8,195,4
1638,35,2,2,315,5
1639,35,2,2,315,1
1640,35,2,2,314,55
1641,54,1,2,361,1
1642,15,2,8,201,5
1643,11,1,8,207,2
1644,30,1,9,218,6
1645,15,2,8,203,13
1646,11,1,8,170,4
1647,11,2,8,181,1
1648,35,2,2,315,7
1649,11,4,8,195,2
1650,11,1,8,170,2
1651,20,1,2,219,1
1652,15,2,8,203,8
1653,45,1,2,378,8
1654,20,1,2,219,1
1655,35,4,2,310,1
1656,35,2,2,312,52
1657,35,2,2,316,113
1658,35,2,2,315,6
1659,35,4,2,312,1
1660,35,2,2,312,20
1661,35,2,2,315,2
1662,35,1,8,354,1
1663,35,1,2,315,2
1664,35,2,2,312,1
1665,15,2,8,203,17
1666,15,2,8,82,1
1667,15,1,8,203,211
1668,22,1,8,345,7
1669,54,4,2,362,2
1670,11,1,8,195,19
1671,15,2,8,193,1
1672,35,2,2,312,3
1673,35,1,2,301,1
1674,23,4,8,306,8
1675,35,2,2,315,258
1676,13,1,8,273,3
1677,54,1,2,362,1
1678,35,4,2,312,1
1679,20,1,2,219,1
1680,15,1,8,193,20
1681,20,1,2,134,1
1682,35,2,2,313,1
1683,15,1,8,203,30
1684,13,1,6,345,2
1685,15,2,8,203,10
1686,11,1,8,171,1
1687,35,2,2,313,7
1688,11,1,8,209,9
1689,13,1,8,273,11
1690,35,1,2,312,1
1691,35,2,2,316,47
1692,15,1,8,167,10
1693,15,1,8,71,3
1694,13,1,8,273,2
1695,44,1,2,376,8
1696,35,2,2,312,17
1697,20,1,2,219,1
1698,11,1,8,195,3
1699,35,2,2,315,50
1700,35,2,2,312,1
1701,11,1,8,195,11
1702,54,1,8,203,13
1703,44,1,2,376,8
1704,15,1,8,201,18
1705,35,2,2,313,9
1706,32,4,8,280,1
1707,35,2,2,312,61
1708,35,2,2,301,1
1709,15,1,8,167,2
1710,15,2,8,82,4
1711,11,1,8,170,22
1712,35,2,2,315,1
1713,15,1,8,193,10
1714,35,2,2,315,2
1715,11,1,8,202,4
1716,15,2,8,203,35
1717,50,1,2,376,14
1718,15,2,8,203,11
1719,35,4,2,312,1
1720,35,1,2,301,1
1721,35,4,2,312,1
1722,11,1,8,202,9
1723,35,2,2,312,13
1724,10,5,3,153,2
1725,35,1,2,301,2
1726,15,1,8,203,28
1727,15,1,8,193,6
1728,15,1,8,203,304
1729,35,1,8,301,2
1730,20,1,2,134,1
1731,35,2,2,312,1
1732,54,1,8,219,21
1733,35,2,2,312,2
1734,35,2,2,313,2
1735,20,1,2,219,1
1736,15,1,8,193,18
1737,15,1,8,203,134
1738,35,2,2,312,3
1739,35,2,2,312,2
1740,35,2,2,314,34
1741,35,2,2,313,4
1742,35,2,2,314,11
1743,23,1,8,223,2
1744,11,2,8,170,2
1745,15,1,8,203,16
1746,54,1,8,203,26
1747,15,1,8,201,3
1748,11,2,8,195,3
1749,50,1,2,374,2
1750,35,1,2,301,1
1751,11,1,8,170,1
1752,34,2,2,232,1
1753,11,1,8,196,3
1754,11,1,8,181,1
1755,35,2,2,312,3
1756,15,2,8,203,4
1757,20,1,2,134,1
1758,11,2,8,87,3
1759,11,1,8,170,2
1760,20,1,2,219,2
1761,11,1,8,195,52
1762,15,1,8,178,2
1763,35,4,2,354,1
1764,35,2,2,312,3
1765,15,1,8,193,8
1766,13,1,6,273,1
1767,35,2,2,312,5
1768,11,1,8,170,2
1769,15,2,8,203,20
1770,11,1,8,202,1
1771,11,1,8,170,4
1772,15,1,8,203,168
1773,54,1,8,202,3
1774,22,1,8,305,3
1775,14,1,8,273,2
1776,15,2,8,203,22
1777,35,2,2,312,108
1778,11,1,8,171,8
1779,35,2,2,312,3
1780,35,2,2,315,6
1781,15,2,8,203,22
1782,15,2,8,203,24
1783,35,1,2,301,2
1784,35,4,2,312,2
1785,35,1,2,301,2
1786,11,2,8,195,4
1787,15,2,8,203,14
1788,35,2,2,315,2
1789,35,2,2,312,2
1790,34,2,2,232,1
1791,44,1,2,376,2
1792,35,4,2,312,2
1793,15,1,8,203,57
1794,15,2,8,203,14
1795,20,1,8,219,1
1796,50,1,2,376,6
1797,35,2,2,313,18
1798,35,2,2,301,2
1799,15,2,8,80,2
1800,23,1,8,306,1
1801,27,4,9,240,5
1802,15,2,8,203,2
1803,11,2,8,73,2
1804,23,1,8,306,1
1805,35,2,2,312,19
1806,11,1,8,195,6
1807,20,1,2,134,2
1808,35,2,2,315,7
1809,35,2,2,312,1
1810,35,2,2,315,4
1811,35,4,2,301,2
1812,20,1,2,219,1
1813,14,2,8,162,3
1814,44,1,2,376,6
1815,11,1,8,171,12
1816,11,1,8,170,2
1817,35,2,2,314,2
1818,35,2,2,312,1
1819,15,2,8,203,36
1820,11,2,8,205,8
1821,35,2,2,312,3
1822,15,1,8,203,64
1823,11,1,8,55,8
1824,11,1,8,195,1
1825,11,1,8,195,1
1826,11,1,8,202,4
1827,35,2,2,312,4
1828,11,1,8,171,1
1829,35,4,2,312,2
1830,35,4,2,312,1
1831,35,2,2,314,46
1832,11,1,8,161,1
1833,11,1,8,195,7
1834,35,2,2,315,7
1835,18,1,10,338,3
1836,35,2,2,315,2
1837,35,4,2,313,4
1838,35,4,2,314,1
1839,54,2,8,71,2
1840,20,1,2,219,1
1841,44,4,2,376,3
1842,11,2,8,170,1
1843,35,2,2,312,8
1844,35,2,2,315,6
1845,11,1,8,171,4
1846,35,2,2,312,2
1847,35,2,2,312,61
1848,11,1,8,187,5
1849,15,2,8,82,2
1850,11,1,8,170,2
1851,50,4,2,374,1
1852,23,1,8,306,3
1853,35,4,2,312,1
1854,35,4,2,312,1
1855,11,1,8,204,19
1856,20,1,2,219,2
1857,11,4,8,75,2
1858,13,1,8,345,12
1859,15,1,8,82,2
1860,15,1,8,203,13
1861,23,1,8,223,4
1862,35,2,2,313,21
1863,15,1,8,80,5
1864,15,1,8,203,123
1865,15,2,8,203,22
1866,15,2,8,203,4
1867,35,2,2,314,54
1868,11,1,8,170,2
1869,35,2,2,313,53
1870,15,2,8,203,18
1871,15,2,8,203,9
1872,11,1,8,84,8
1873,15,1,8,203,10
1874,35,2,2,313,5
1875,11,1,8,195,3
1876,11,2,8,195,3
1877,13,1,8,345,12
1878,11,1,8,170,8
1879,15,1,8,203,31
1880,15,2,8,203,8
1881,14,2,8,68,1
1882,15,1,8,203,9
1883,35,2,2,312,6
1884,11,1,8,170,3
1885,35,2,2,315,23
1886,11,1,8,54,2
1887,35,2,2,308,2
1888,35,2,2,310,25
1889,35,2,2,312,16
1890,13,1,8,345,1
1891,35,2,2,312,2
1892,35,4,2,312,2
1893,15,2,8,203,14
1894,15,2,8,82,1
1895,35,2,2,315,10
1896,35,4,2,315,1
1897,15,1,8,203,30
1898,35,2,2,316,38
1899,21,1,8,195,14
1900,11,1,8,209,1
1901,15,2,8,82,4
1902,11,1,8,54,2
1903,44,1,2,376,15
1904,51,2,2,377,211
1905,35,2,2,312,1
1906,35,2,2,314,49
1907,11,1,8,55,2
1908,15,1,8,201,15
1909,15,1,8,203,10
1910,34,2,2,232,1
1911,22,4,8,305,3
1912,15,2,8,203,16
1913,54,1,8,203,34
1914,35,2,2,313,6
1915,23,1,8,306,3
1916,35,2,2,315,323
1917,35,2,2,316,144
1918,11,1,8,195,4
1919,15,1,8,203,11
1920,11,1,8,171,3
1921,35,2,2,316,52
1922,20,1,2,219,1
1923,11,1,8,171,3
1924,11,1,8,170,24
1925,35,1,2,301,1
1926,35,4,2,312,1
1927,54,1,8,205,4
1928,35,1,2,301,1
1929,23,1,8,306,1
1930,15,2,8,203,4
1931,11,1,8,170,26
1932,15,1,8,203,26
1933,35,2,2,312,3
1934,11,2,8,160,1
1935,35,2,2,312,1
1936,35,2,2,313,27
1937,35,2,2,313,2
1938,35,2,2,315,325
1939,11,1,8,171,3
1940,50,2,2,376,1
1941,15,2,8,71,1
1942,50,4,2,374,2
1943,15,2,8,203,16
1944,15,1,8,203,18
1945,15,1,8,203,18
1946,11,1,8,87,3
1947,15,1,8,203,55
1948,35,2,2,312,3
1949,35,2,2,313,5
1950,35,1,2,301,1
1951,11,2,8,55,1
1952,21,1,2,220,1
1953,35,2,2,310,30
1954,35,4,2,301,5
1955,11,1,8,157,3
1956,13,1,6,345,1
1957,20,1,8,219,26
1958,35,2,2,313,3
1959,35,4,2,312,1
1960,35,2,2,314,4
1961,35,2,2,315,9
1962,15,1,8,201,22
1963,11,1,8,206,2
1964,11,2,8,54,1
1965,11,1,8,171,8
1966,15,2,8,203,2
1967,35,2,2,312,1
1968,27,4,9,240,4
1969,44,1,2,376,27
1970,44,1,2,376,4
1971,54,1,9,240,4
1972,21,1,2,220,1
1973,11,1,8,170,2
1974,11,2,8,68,1
1975,35,2,2,310,3
1976,35,2,2,314,3
1977,35,2,2,312,1
1978,54,2,8,362,1
1979,35,2,2,312,32
1980,44,1,2,376,6
1981,15,2,8,203,11
1982,54,1,8,203,31
1983,11,1,8,204,2
1984,13,1,8,273,2
1985,35,2,2,312,6
1986,11,1,8,195,4
1987,35,2,2,312,2
1988,15,2,8,201,2
1989,11,1,8,170,1
1990,11,1,8,195,2
1991,35,2,2,312,1
1992,11,1,8,170,2
1993,11,1,8,195,8
1994,44,1,2,376,50
1995,11,1,8,191,7
1996,11,1,8,68,1
1997,15,1,8,203,31
1998,11,1,8,170,10
1999,15,2,8,82,20
2000,35,2,2,312,45
2001,35,2,2,314,2
2002,35,2,2,314,37
2003,54,1,8,203,70
2004,10,4,3,153,1
2005,11,1,8,195,2
2006,35,2,2,315,61
2007,35,2,2,312,1
2008,15,1,8,201,7
2009,35,2,2,313,21
2010,15,1,8,193,9
2011,11,1,8,171,1
2012,34,2,2,234,2
2013,11,2,8,73,1
2014,11,1,8,170,3
2015,32,4,8,280,3
2016,35,4,2,313,3
2017,11,1,8,170,3
2018,35,2,2,312,3
2019,11,2,8,202,2
2020,35,1,8,312,1
2021,11,1,8,191,1
2022,11,2,8,73,3
2023,11,1,8,170,4
2024,15,2,8,203,42
2025,23,4,7,306,1
2026,11,2,8,187,2
2027,35,2,2,312,5
2028,50,1,2,289,1
2029,15,2,8,203,10
2030,11,1,8,170,117
2031,11,1,8,170,2
2032,35,4,2,313,3
2033,23,2,8,223,157
2034,15,2,8,82,8
2035,35,2,2,312,3
2036,54,1,8,203,16
2037,11,2,8,177,1
2038,35,2,2,314,1
2039,35,2,2,312,1
2040,35,2,2,312,29
2041,11,1,8,182,1
2042,15,1,8,203,22
2043,15,2,8,203,3
2044,11,4,8,55,1
2045,35,1,2,301,2
2046,35,2,2,312,7
2047,11,2,8,181,2
2048,30,5,9,218,2
2049,11,1,8,206,3
2050,15,1,8,203,8
2051,35,2,2,312,1
2052,15,1,8,196,23
2053,15,1,8,82,10
2054,35,2,2,313,2
2055,18,1,10,345,5
2056,11,2,8,73,1
2057,35,2,2,315,13
2058,11,4,8,54,2
2059,35,4,2,312,1
2060,35,1,2,301,1
2061,35,2,2,313,4
2062,11,1,8,195,2
2063,10,4,3,154,5
2064,35,2,2,314,2
2065,35,2,2,312,19
2066,35,2,2,312,26
2067,15,1,8,80,6
2068,11,1,8,191,3
2069,11,1,8,191,6
2070,11,1,8,193,1
2071,54,1,8,193,1
2072,15,2,8,203,80
2073,20,1,2,219,1
2074,35,2,2,312,17
2075,15,1,8,203,25
2076,15,1,8,203,18
2077,35,2,2,315,11
2078,35,2,2,315,10
2079,30,4,9,240,3
2080,15,2,8,203,4
2081,35,2,2,315,3
2082,11,1,8,202,17
2083,15,2,8,71,1
2084,35,2,2,315,1
2085,11,1,8,170,5
2086,15,1,8,203,6
2087,35,2,2,310,36
2088,11,1,8,87,7
2089,20,1,3,219,1
2090,11,2,8,54,1
2091,15,2,8,203,60
2092,35,2,2,312,1
2093,13,1,8,273,1
2094,20,1,2,219,1
2095,11,1,8,73,8
2096,35,2,2,312,15
2097,14,1,8,273,10
2098,35,2,2,313,5
2099,50,4,2,376,3
2100,15,1,8,203,8
2101,11,1,8,195,8
2102,11,1,8,209,1
2103,15,2,8,203,18
2104,35,2,2,314,32
2105,35,2,8,312,1
2106,33,1,8,281,5
2107,35,2,2,314,11
2108,13,1,8,345,6
2109,15,1,8,193,14
2110,11,1,8,173,1
2111,35,2,2,313,1
2112,35,4,2,312,1
2113,35,1,2,312,6
2114,54,1,8,203,28
2115,15,2,8,82,5
2116,13,1,8,345,3
2117,11,1,8,195,3
2118,35,2,2,312,2
2119,50,4,2,374,1
2120,35,2,2,314,71
2121,15,1,8,203,65
2122,35,2,2,312,4
2123,11,1,8,209,4
2124,35,2,2,312,1
2125,11,1,8,170,4
2126,15,1,8,203,10
2127,35,2,2,312,2
2128,35,2,2,314,93
2129,35,2,2,312,1
2130,35,1,2,301,1
2131,35,2,2,301,1
2132,35,2,2,315,7
2133,35,2,2,312,1
2134,11,1,8,207,1
2135,11,1,8,209,19
2136,15,1,8,82,34
2137,15,2,8,203,28
2138,35,2,2,312,11
2139,35,2,2,315,125
2140,35,2,2,310,1
2141,11,1,8,202,7
2142,15,1,8,203,10
2143,14,1,8,163,2
2144,35,2,2,313,1
2145,35,2,2,314,64
2146,35,2,2,310,26
2147,15,1,8,203,8
2148,54,1,8,203,10
2149,15,2,8,203,16
2150,11,1,8,202,8
2151,35,2,2,312,1
2152,35,2,2,310,33
2153,44,4,2,376,1
2154,11,1,8,195,106
2155,35,2,2,312,17
2156,35,2,2,312,6
2157,23,1,8,306,2
2158,11,2,8,70,1
2159,11,1,8,207,1
2160,35,2,2,315,3
2161,11,4,8,73,1
2162,35,2,2,310,1
2163,11,2,8,191,1
2164,23,2,8,306,2
2165,50,1,2,376,48
2166,15,2,8,71,4
2167,11,1,8,191,3
2168,11,1,8,196,2
2169,11,1,8,157,2
2170,15,2,8,203,3
2171,35,2,2,312,7
2172,15,1,8,203,4
2173,13,1,8,273,10
2174,15,1,8,193,7
2175,15,1,8,82,5
2176,15,1,8,203,4
2177,15,1,8,203,45
2178,11,4,8,55,1
2179,35,2,2,312,2
2180,54,1,8,188,2
2181,15,2,8,203,16
2182,11,1,8,170,2
2183,11,1,8,191,16
2184,22,1,8,345,8
2185,29,1,9,217,6
2186,35,2,2,310,26
2187,15,2,8,193,2
2188,15,2,8,203,20
2189,11,1,8,44,1
2190,54,1,8,203,28
2191,11,1,8,170,3
2192,35,2,2,313,6
2193,11,1,8,207,9
2194,11,1,8,195,2
2195,11,2,8,44,1
2196,15,1,8,193,4
2197,20,1,2,219,1
2198,13,1,8,273,2
2199,35,2,2,312,3
2200,35,2,2,314,51
2201,35,2,2,314,6
2202,18,1,10,273,1
2203,35,2,2,312,3
2204,35,2,2,315,3
2205,15,2,8,80,1
2206,35,1,2,312,1
2207,35,2,2,314,2
2208,15,2,8,203,8
2209,11,1,8,195,28
2210,11,1,8,191,228
2211,11,1,8,171,5
2212,11,1,8,170,4
2213,15,2,8,82,10
2214,15,2,8,203,10
2215,35,2,2,313,2
2216,15,2,8,82,30
2217,11,1,8,195,25
2218,35,2,2,312,2
2219,11,1,8,170,1
2220,11,1,8,170,7
2221,15,2,8,82,2
2222,15,1,8,203,25
2223,11,1,8,207,5
2224,11,1,8,171,12
