id,sum_et,sum_st,sum_rt,sum_lf,sum_vol
1130,53,1,17,955,6
1131,69,2,2,3796,429
1132,11,1,8,368,93
1133,11,1,8,283,5
1134,11,1,8,325,16
1135,11,1,8,224,12
1136,69,2,2,544,16
1137,13,1,6,345,1
1138,26,1,8,486,22
1139,15,2,8,285,2
1140,80,1,10,566,48
1141,69,2,2,548,11
1142,69,2,2,1640,54
1143,11,2,8,268,10
1144,26,1,8,549,43
1145,20,1,2,353,2
1146,26,1,8,228,12
1147,69,2,2,544,10
1148,55,1,2,1273,5
1149,50,1,2,663,3
1150,11,2,8,87,1
1151,26,1,8,218,2
1152,11,1,8,73,4
1153,15,2,8,285,11
1154,80,1,10,509,5
1155,34,2,2,459,2
1156,24,1,14,497,3
1157,26,1,8,264,8
1158,89,1,2,897,4
1159,69,2,2,771,3
1160,69,2,2,544,78
1161,11,1,8,226,17
1162,69,2,2,1640,15
1163,48,1,19,739,5
1164,60,1,25,2199,140
1165,69,2,2,3892,96
1166,11,1,8,268,6
1167,69,2,2,1090,207
1168,69,2,2,544,4
1169,24,1,14,459,14
1170,15,2,8,285,30
1171,11,1,8,224,19
1172,69,2,2,544,7
1173,15,2,8,82,2
1174,40,1,10,1076,33
1175,56,2,15,686,11
1176,65,1,10,992,6
1177,15,2,8,285,33
1178,15,2,8,285,89
1179,69,2,2,2712,211
1180,69,2,2,544,18
1181,69,2,2,2174,11
1182,24,1,14,865,4
1183,69,2,2,544,13
1184,90,1,21,847,9
1185,35,4,2,312,1
1186,20,1,2,353,2
1187,15,2,8,71,1
1188,69,2,2,1096,9
1189,11,2,8,122,3
1190,26,1,8,513,66
1191,15,2,8,566,33
1192,24,1,14,520,6
1193,11,1,8,224,2
1194,11,1,8,224,4
1195,11,1,8,283,17
1196,23,4,7,306,1
1197,69,2,2,548,15
1198,11,1,8,377,18
1199,69,2,2,544,24
1200,26,1,8,281,21
1201,131,1,2,1696,26
1202,69,2,2,851,5
1203,80,1,10,2330,19
1204,20,1,2,353,4
1205,69,2,2,1630,279
1206,15,2,8,328,12
1207,15,2,8,264,11
1208,69,2,2,1090,42
1209,26,1,8,285,8
1210,89,1,2,1198,7
1211,11,1,8,55,2
1212,69,2,2,1640,275
1213,89,1,2,656,3
1214,69,2,2,858,3
1215,20,1,2,353,6
1216,11,1,8,544,42
1217,69,2,2,2168,87
1218,69,2,2,3021,334
1219,69,2,2,544,4
1220,56,2,15,1382,15
1221,38,1,18,833,5
1222,26,1,8,819,60
1223,80,2,10,887,4
1224,69,2,2,544,50
1225,11,1,8,224,4
1226,11,1,8,268,11
1227,69,2,2,544,20
1228,34,2,2,459,4
1229,69,2,2,1090,10
1230,11,1,8,160,1
1231,11,1,8,224,5
1232,89,1,2,875,4
1233,26,1,8,566,73
1234,80,1,10,819,9
1235,26,1,8,566,20
1236,25,1,12,210,11
1237,11,1,8,283,4
1238,89,1,2,875,4
1239,69,2,2,544,48
1240,11,1,8,711,8
1241,15,2,8,285,13
1242,69,2,2,1640,325
1243,69,2,2,851,4
1244,69,2,2,1078,4
1245,26,1,8,310,6
1246,26,1,8,281,10
1247,26,1,8,419,7
1248,61,1,25,1148,11
1249,69,2,2,781,10
1250,69,2,2,522,2
1251,15,2,8,285,49
1252,31,1,10,577,4
1253,26,1,8,549,32
1254,69,2,2,1624,109
1255,15,2,8,285,6
1256,11,1,8,268,23
1257,11,1,8,56,1
1258,11,1,8,224,2
1259,35,1,10,419,20
1260,69,2,2,1090,14
1261,69,2,2,2174,51
1262,24,1,14,497,3
1263,69,2,2,544,9
1264,46,1,10,837,21
1265,69,2,2,546,2
1266,69,2,2,544,5
1267,11,1,8,283,5
1268,89,1,2,1198,17
1269,11,1,8,377,106
1270,69,2,2,1092,6
1271,35,4,2,628,2
1272,11,1,8,467,7
1273,89,1,2,875,4
1274,34,2,2,468,2
1275,26,1,8,281,29
1276,26,1,8,264,4
1277,11,1,8,224,2
1278,24,1,14,842,4
1279,20,1,2,134,1
1280,44,1,10,947,15
1281,69,2,2,544,17
1282,65,2,10,777,5
1283,69,2,2,544,13
1284,15,2,8,285,14
1285,69,2,2,1076,13
1286,11,1,8,226,15
1287,69,2,2,1090,5
1288,20,1,2,353,2
1289,69,2,2,1086,51
1290,35,4,2,619,2
1291,11,1,8,226,13
1292,20,1,2,219,1
1293,69,2,2,1086,66
1294,24,1,14,497,12
1295,25,2,12,46,7
1296,15,2,8,285,18
1297,69,2,2,1078,18
1298,11,1,8,170,1
1299,11,2,8,73,1
1300,43,1,9,659,3
1301,69,2,2,779,31
1302,69,2,2,1624,11
1303,65,1,14,208,2
1304,11,1,8,487,19
1305,26,1,8,970,781
1306,69,2,2,544,8
1307,86,1,2,1318,36
1308,69,2,2,1076,4
1309,11,1,8,206,2
1310,11,1,8,268,12
1311,35,4,2,301,2
1312,69,2,2,1405,304
1313,15,2,8,285,24
1314,15,2,8,285,17
1315,69,2,2,544,2
1316,11,2,8,226,2
1317,26,1,8,830,44
1318,31,1,10,636,6
1319,11,1,8,224,3
1320,11,2,8,70,1
1321,85,1,9,930,16
1322,26,1,8,346,10
1323,55,1,2,1139,4
1324,56,2,15,883,15
1325,69,2,2,1624,32
1326,15,2,8,566,24
1327,11,1,8,268,4
1328,69,2,2,851,37
1329,24,1,14,565,4
1330,26,1,8,363,30
1331,15,2,8,549,39
1332,15,2,8,363,78
1333,69,2,2,1405,401
1334,70,2,19,1581,17
1335,11,1,8,224,4
1336,35,4,2,312,1
1337,69,2,2,546,2
1338,52,1,10,1067,27
1339,26,1,8,285,22
1340,69,2,2,1096,6
1341,20,1,2,353,4
1342,56,2,15,800,16
1343,69,2,2,2174,14
1344,15,2,8,285,40
1345,11,1,8,541,13
1346,11,1,8,534,4
1347,69,2,2,1090,4
1348,21,2,11,411,4
1349,15,2,8,281,4
1350,26,1,8,264,18
1351,69,2,2,3332,29
1352,119,1,14,208,4
1353,35,4,2,625,2
1354,69,2,2,1640,16
1355,69,2,2,1640,370
1356,15,2,8,71,1
1357,69,2,2,1078,4
1358,69,2,2,1407,5
1359,69,2,2,544,22
1360,69,2,2,851,25
1361,69,2,2,544,42
1362,26,1,8,286,4
1363,11,1,8,54,1
1364,20,1,2,353,2
1365,20,1,2,134,1
1366,25,1,12,210,2
1367,26,1,8,264,12
1368,15,2,8,285,108
1369,69,2,2,1076,12
1370,11,1,8,170,1
1371,11,1,8,224,5
1372,35,1,10,781,8
1373,26,1,8,566,36
1374,69,2,2,1640,35
1375,20,1,2,134,1
1376,11,1,8,813,14
1377,31,4,8,279,1
1378,15,2,8,264,10
1379,103,1,27,2422,134
1380,11,1,8,224,4
1381,11,1,8,263,2
1382,15,2,8,285,11
1383,11,1,8,224,4
1384,11,1,8,268,13
1385,69,2,2,1640,60
1386,24,1,14,341,4
1387,69,2,2,1078,4
1388,69,2,2,2174,33
1389,79,1,11,835,9
1390,16,1,8,571,8
1391,11,1,8,268,6
1392,69,2,2,1938,67
1393,45,4,7,1056,25
1394,11,1,8,226,2
1395,11,1,8,268,16
1396,20,1,2,353,2
1397,35,4,2,312,2
1398,11,1,8,228,4
1399,26,1,8,80,2
1400,69,2,2,546,10
1401,11,1,8,54,4
1402,80,2,10,1032,4
1403,69,2,2,1640,189
1404,89,1,2,656,3
1405,69,2,2,1947,31
1406,73,1,10,261,14
1407,35,4,2,312,1
1408,69,2,2,544,9
1409,11,4,8,54,1
1410,69,2,2,544,4
1411,26,1,8,264,9
1412,69,2,2,1078,4
1413,20,1,2,353,2
1414,69,2,2,544,52
1415,26,1,8,549,46
1416,35,4,2,618,2
1417,26,1,8,566,80
1418,11,1,8,283,10
1419,69,2,2,1096,23
1420,38,1,18,1052,8
1421,26,1,8,285,39
1422,69,2,2,1630,338
1423,11,2,8,68,1
1424,69,2,2,851,6
1425,11,2,8,54,1
1426,15,2,8,319,217
1427,108,1,10,984,6
1428,11,1,8,80,1
1429,80,1,10,1560,7
1430,32,4,8,280,1
1431,11,1,8,261,4
1432,35,4,2,619,2
1433,69,2,2,546,16
1434,35,4,2,312,1
1435,26,1,8,264,30
1436,69,2,2,1078,10
1437,26,1,8,830,57
1438,11,1,8,167,2
1439,11,1,8,268,26
1440,11,1,8,226,24
1441,85,1,10,579,16
1442,102,3,10,375,2
1443,69,2,2,860,4
1444,26,1,8,566,9
1445,69,2,2,1640,47
1446,69,2,2,544,50
1447,113,1,2,1157,8
1448,11,1,8,139,2
1449,20,1,2,134,1
1450,35,4,2,619,2
1451,11,1,8,268,6
1452,26,1,8,363,4
1453,11,1,8,80,1
1454,69,2,2,544,20
1455,80,1,10,549,18
1456,11,1,8,327,1041
1457,69,2,2,1947,50
1458,69,2,2,2290,302
1459,11,1,8,268,5
1460,69,2,2,544,32
1461,26,1,8,281,2
1462,69,2,2,544,11
1463,89,1,2,875,4
1464,11,1,8,224,4
1465,15,2,8,285,28
1466,69,2,2,1078,8
1467,26,1,8,566,86
1468,69,2,2,544,10
1469,69,2,2,1096,239
1470,42,1,24,1276,9
1471,26,1,8,285,12
1472,69,2,2,1092,63
1473,11,1,8,283,6
1474,15,2,8,549,31
1475,37,4,11,306,1
1476,35,4,2,312,2
1477,15,2,8,566,21
1478,69,2,2,2722,64
1479,11,2,8,226,5
1480,93,1,2,569,448
1481,11,1,8,224,17
1482,20,1,2,134,1
1483,38,1,18,861,11
1484,69,2,2,544,28
1485,11,1,8,224,4
1486,20,1,2,353,2
1487,11,1,8,44,1
1488,69,2,2,544,16
1489,69,2,2,1086,10
1490,89,1,2,897,5
1491,11,1,8,199,2
1492,11,2,8,226,2
1493,15,2,8,365,9
1494,15,2,8,82,6
1495,26,1,8,518,15
1496,26,1,8,566,55
1497,26,1,8,1096,56
1498,26,1,8,549,59
1499,35,4,2,1239,4
1500,11,1,8,80,2
1501,69,2,2,544,10
1502,86,1,2,1318,38
1503,69,2,2,1086,47
1504,69,2,2,1640,10
1505,26,1,8,281,14
1506,69,2,2,851,11
1507,11,1,8,70,1
1508,15,2,8,285,71
1509,69,2,2,2174,40
1510,20,1,2,353,2
1511,86,1,2,1318,62
1512,69,2,2,2290,255
1513,80,1,8,348,35
1514,69,2,2,544,7
1515,11,1,8,54,1
1516,69,2,2,1640,8
1517,69,2,2,861,7
1518,69,2,2,544,7
1519,20,1,2,353,6
1520,11,2,8,68,1
1521,30,5,9,351,14
1522,11,1,8,209,1
1523,15,2,8,281,2
1524,69,2,2,857,3
1525,34,2,15,298,4
1526,54,1,17,1028,11
1527,11,2,8,68,1
1528,11,1,8,566,14
1529,25,2,12,224,2
1530,15,2,8,162,3
1531,69,2,2,544,6
1532,11,2,8,55,1
1533,69,2,2,860,36
1534,69,2,2,1618,6
1535,11,2,8,54,2
1536,26,1,8,566,51
1537,69,2,2,1078,4
1538,22,4,7,525,3
1539,66,5,12,1030,5
1540,11,1,8,292,4
1541,129,1,2,1608,5
1542,69,2,2,1957,61
1543,15,2,8,285,21
1544,24,1,2,557,6
1545,43,1,8,489,2
1546,34,1,15,381,5
1547,69,2,2,1624,180
1548,15,2,8,82,4
1549,69,2,2,1640,18
1550,26,1,8,319,14
1551,15,2,8,365,27
1552,69,2,2,1705,80
1553,11,1,8,377,27
1554,69,2,2,1096,7
1555,11,1,8,268,6
1556,11,1,8,261,7
1557,69,2,2,1096,8
1558,69,2,2,1012,4
1559,69,2,2,1092,48
1560,69,2,2,1076,16
1561,69,2,2,1640,22
1562,69,2,2,1325,8
1563,15,2,8,285,74
1564,69,2,2,544,41
1565,20,1,2,353,2
1566,26,1,8,264,6
1567,69,2,2,1867,14
1568,15,2,8,82,16
1569,69,1,10,365,11
1570,11,1,8,296,4
1571,86,1,2,1318,35
1572,69,2,2,1640,13
1573,15,2,8,549,66
1574,26,1,8,566,17
1575,55,1,2,435,2
1576,69,2,2,1090,34
1577,55,1,2,654,3
1578,69,2,2,3339,54
1579,11,1,8,377,310
1580,69,2,2,1640,18
1581,26,1,8,534,5
1582,69,2,2,1622,208
1583,15,2,8,549,19
1584,89,1,2,875,4
1585,69,2,2,1640,20
1586,26,1,8,549,58
1587,34,2,2,459,2
1588,26,1,8,281,6
1589,11,1,8,1051,48
1590,15,2,8,285,14
1591,11,1,8,268,49
1592,69,2,2,544,6
1593,31,1,10,579,4
1594,69,2,2,1096,7
1595,11,1,8,268,5
1596,15,2,8,424,93
1597,26,1,8,264,3
1598,11,1,8,199,18
1599,31,1,10,592,4
1600,26,1,8,285,17
1601,11,1,8,296,4
1602,15,1,8,68,1
1603,11,2,8,268,3
1604,69,2,2,544,2
1605,89,1,2,875,4
1606,69,2,2,544,332
1607,15,2,8,285,10
1608,15,2,8,285,2
1609,11,1,8,509,21
1610,35,4,2,714,6
1611,11,2,8,141,3
1612,11,2,8,86,1
1613,11,1,8,283,28
1614,69,2,2,1624,6
1615,15,2,8,285,10
1616,50,1,15,1254,8
1617,69,2,2,1076,90
1618,31,1,10,623,4
1619,76,1,20,692,7
1620,15,2,8,285,8
1621,11,1,8,170,1
1622,20,1,2,353,2
1623,20,1,2,353,2
1624,11,1,8,224,5
1625,23,4,7,306,1
1626,69,2,2,544,30
1627,55,1,2,654,3
1628,69,2,2,544,2
1629,69,2,2,2174,28
1630,15,2,8,356,29
1631,26,1,8,228,4
1632,69,2,2,1078,4
1633,56,2,15,1105,20
1634,54,1,2,720,6
1635,11,2,8,238,2
1636,69,2,2,550,12
1637,11,2,8,268,5
1638,69,2,2,1640,14
1639,69,2,2,861,3
1640,69,2,2,1630,146
1641,54,1,2,720,2
1642,15,2,8,281,6
1643,11,1,8,824,8
1644,41,1,17,619,9
1645,15,2,8,285,15
1646,11,1,8,224,6
1647,11,2,8,181,1
1648,69,2,2,1644,15
1649,11,4,8,268,3
1650,11,1,8,170,2
1651,20,1,2,353,2
1652,15,2,8,285,15
1653,174,1,2,2364,37
1654,20,1,2,353,2
1655,35,4,2,618,2
1656,69,2,2,544,88
1657,69,2,2,2803,366
1658,69,2,2,1947,33
1659,35,4,2,312,1
1660,69,2,2,544,34
1661,69,2,2,1096,6
1662,80,1,10,1771,8
1663,89,1,2,2607,14
1664,69,2,2,544,2
1665,15,2,8,285,20
1666,15,2,8,82,1
1667,26,1,8,689,495
1668,60,1,25,1368,17
1669,54,4,2,722,3
1670,11,1,8,268,37
1671,15,2,8,264,2
1672,69,2,2,544,6
1673,55,1,2,435,2
1674,56,4,15,883,26
1675,69,2,2,1628,521
1676,24,1,14,341,5
1677,74,1,2,1075,4
1678,35,4,2,619,2
1679,20,1,2,353,2
1680,26,1,8,346,36
1681,20,1,2,134,1
1682,69,2,2,546,2
1683,26,1,8,549,57
1684,13,1,6,345,2
1685,15,2,8,285,13
1686,11,1,8,226,2
1687,69,2,2,546,13
1688,11,1,8,364,10
1689,24,1,14,668,26
1690,89,1,2,1419,6
1691,69,2,2,3278,139
1692,26,1,8,218,12
1693,26,1,8,123,4
1694,24,1,14,341,3
1695,86,1,2,1318,26
1696,69,2,2,544,34
1697,20,1,2,219,1
1698,11,1,8,268,5
1699,69,2,2,2188,168
1700,69,2,2,851,3
1701,11,1,8,268,18
1702,69,1,8,285,14
1703,86,1,2,1318,19
1704,26,1,8,545,30
1705,69,2,2,1090,20
1706,43,4,8,367,2
1707,69,2,2,544,118
1708,69,2,2,522,2
1709,26,1,8,218,3
1710,15,2,8,82,4
1711,11,1,8,224,28
1712,69,2,2,1172,4
1713,26,1,8,346,19
1714,69,2,2,1096,6
1715,11,1,8,283,6
1716,15,2,8,566,45
1717,179,1,2,2357,65
1718,15,2,8,365,14
1719,35,4,2,312,1
1720,89,1,2,875,4
1721,35,4,2,312,1
1722,11,1,8,283,15
1723,69,2,2,544,21
1724,10,5,3,305,4
1725,55,1,2,654,5
1726,26,1,8,285,37
1727,26,1,8,264,10
1728,26,1,8,549,310
1729,100,1,10,1498,11
1730,20,1,2,134,1
1731,69,2,2,851,3
1732,89,1,10,638,46
1733,69,2,2,544,3
1734,69,2,2,1624,8
1735,20,1,2,353,2
1736,26,1,8,264,21
1737,26,1,8,549,187
1738,69,2,2,544,6
1739,69,2,2,544,4
1740,69,2,2,1630,94
1741,69,2,2,546,8
1742,69,2,2,858,17
1743,48,1,19,433,4
1744,11,2,8,170,2
1745,26,1,8,629,29
1746,80,1,10,823,60
1747,26,1,8,281,5
1748,11,2,8,268,4
1749,50,1,2,663,3
1750,89,1,2,875,4
1751,11,1,8,238,2
1752,34,2,2,459,2
1753,11,1,8,270,5
1754,11,1,8,181,1
1755,69,2,2,544,4
1756,15,2,8,285,6
1757,20,1,2,134,1
1758,11,2,8,87,3
1759,11,1,8,224,3
1760,20,1,2,353,3
1761,11,1,8,268,94
1762,26,1,8,418,4
1763,35,4,2,801,3
1764,69,2,2,1152,7
1765,26,1,8,484,22
1766,13,1,6,273,1
1767,69,2,2,544,9
1768,11,1,8,224,3
1769,15,2,8,285,40
1770,11,1,8,202,1
1771,11,1,8,224,8
1772,26,1,8,549,304
1773,65,1,10,509,7
1774,46,1,21,646,6
1775,38,1,18,574,5
1776,15,2,8,285,24
1777,69,2,2,544,212
1778,11,1,8,226,16
1779,69,2,2,1078,10
1780,69,2,2,2174,25
1781,15,2,8,285,31
1782,15,2,8,285,43
1783,55,1,2,654,4
1784,35,4,2,312,2
1785,55,1,2,654,4
1786,11,2,8,268,6
1787,15,2,8,285,23
1788,69,2,2,861,4
1789,69,2,2,853,5
1790,34,2,2,459,2
1791,129,1,2,1693,6
1792,35,4,2,312,2
1793,26,1,8,549,108
1794,15,2,8,285,22
1795,31,1,10,423,3
1796,179,1,2,2357,27
1797,69,2,2,1624,88
1798,69,2,2,522,3
1799,15,2,8,136,3
1800,34,1,15,979,5
1801,37,4,12,624,12
1802,15,2,8,285,3
1803,11,2,8,73,2
1804,48,1,19,739,4
1805,69,2,2,544,33
1806,11,1,8,268,11
1807,20,1,2,134,2
1808,69,2,2,1094,16
1809,69,2,2,544,2
1810,69,2,2,3802,22
1811,35,4,2,301,2
1812,20,1,2,353,2
1813,25,2,12,208,4
1814,129,1,2,1983,26
1815,11,1,8,226,20
1816,11,1,8,292,5
1817,69,2,2,548,4
1818,69,2,2,544,2
1819,15,2,8,356,41
1820,11,2,8,515,16
1821,69,2,2,851,6
1822,26,1,8,830,179
1823,11,1,8,55,8
1824,11,1,8,268,2
1825,11,1,8,195,1
1826,11,1,8,283,7
1827,69,2,2,544,8
1828,11,1,8,226,2
1829,35,4,2,619,4
1830,35,4,2,312,1
1831,69,2,2,2712,169
1832,11,1,8,161,1
1833,11,1,8,268,13
1834,69,2,2,1947,32
1835,42,1,24,940,10
1836,69,2,2,1640,11
1837,35,4,2,932,10
1838,35,4,2,935,3
1839,69,2,10,71,2
1840,20,1,2,353,2
1841,129,4,2,1119,9
1842,11,2,8,238,2
1843,69,2,2,544,15
1844,69,2,2,1640,19
1845,11,1,8,226,6
1846,69,2,2,544,3
1847,69,2,2,544,119
1848,11,1,8,252,9
1849,15,2,8,82,2
1850,11,1,8,238,3
1851,50,4,2,374,1
1852,68,1,21,869,9
1853,35,4,2,312,1
1854,35,4,2,312,1
1855,11,1,8,511,42
1856,20,1,2,353,4
1857,11,4,8,75,2
1858,24,1,14,983,17
1859,26,1,8,162,4
1860,26,1,8,1051,48
1861,34,1,15,420,6
1862,69,2,2,546,42
1863,26,1,8,80,5
1864,26,1,8,549,170
1865,15,2,8,285,39
1866,15,2,8,285,7
1867,69,2,2,1630,247
1868,11,1,8,292,6
1869,69,2,2,1090,131
1870,15,2,8,285,32
1871,15,2,8,285,16
1872,11,1,8,139,9
1873,26,1,8,457,15
1874,69,2,2,1090,12
1875,11,1,8,467,8
1876,11,2,8,323,6
1877,24,1,14,1089,43
1878,11,1,8,224,10
1879,31,1,9,981,60
1880,15,2,8,285,12
1881,25,2,12,68,1
1882,26,1,8,629,20
1883,69,2,2,544,10
1884,11,1,8,238,6
1885,69,2,2,2180,63
1886,11,1,8,54,2
1887,69,2,2,536,4
1888,69,2,2,1076,96
1889,69,2,2,544,28
1890,24,1,14,686,3
1891,69,2,2,1078,8
1892,35,4,2,312,2
1893,15,2,8,285,20
1894,15,2,8,82,1
1895,69,2,2,2174,49
1896,35,4,2,628,2
1897,26,1,8,566,69
1898,69,2,2,2192,119
1899,32,1,10,403,29
1900,11,1,8,296,2
1901,15,2,8,82,4
1902,11,1,8,54,2
1903,86,1,2,1318,42
1904,51,2,2,669,214
1905,69,2,2,544,2
1906,69,2,2,2166,171
1907,11,1,8,55,2
1908,26,1,8,281,28
1909,26,1,8,285,18
1910,34,2,2,232,1
1911,33,4,15,380,5
1912,15,2,8,285,28
1913,80,1,10,657,88
1914,69,2,2,1090,14
1915,48,1,19,516,7
1916,69,2,2,2174,633
1917,69,2,2,3804,836
1918,11,1,8,268,7
1919,26,1,8,285,18
1920,11,1,8,226,4
1921,69,2,2,3577,179
1922,20,1,2,353,2
1923,11,1,8,226,5
1924,11,1,8,292,46
1925,89,1,2,656,3
1926,35,4,2,619,2
1927,65,1,10,515,8
1928,89,1,2,656,3
1929,34,1,15,516,3
1930,15,2,8,285,8
1931,11,1,8,327,48
1932,26,1,8,285,33
1933,69,2,2,2395,12
1934,11,2,8,204,2
1935,69,2,2,544,2
1936,69,2,2,1391,56
1937,69,2,2,857,4
1938,69,2,2,550,589
1939,11,1,8,294,6
1940,179,2,2,1776,5
1941,15,2,8,71,1
1942,50,4,2,374,2
1943,15,2,8,285,19
1944,26,1,8,629,53
1945,26,1,8,794,42
1946,11,1,8,87,3
1947,26,1,8,882,174
1948,69,2,2,1078,7
1949,69,2,2,1624,16
1950,55,1,2,654,3
1951,11,2,8,55,1
1952,21,1,2,355,2
1953,69,2,2,1076,107
1954,35,4,2,301,5
1955,11,1,8,199,5
1956,13,1,6,345,1
1957,31,1,10,1618,39
1958,69,2,2,1397,8
1959,35,4,2,312,1
1960,69,2,2,1392,8
1961,69,2,2,1096,25
1962,26,1,8,363,40
1963,11,1,8,430,5
1964,11,2,8,54,1
1965,11,1,8,226,14
1966,15,2,8,285,3
1967,69,2,2,1078,4
1968,37,4,12,624,9
1969,129,1,2,1983,121
1970,129,1,2,1693,15
1971,119,1,14,772,9
1972,41,1,2,574,3
1973,11,1,8,170,2
1974,11,2,8,68,1
1975,69,2,2,1076,12
1976,69,2,2,1630,12
1977,69,2,2,544,2
1978,65,2,10,777,3
1979,69,2,2,544,64
1980,86,1,2,1318,14
1981,15,2,8,285,16
1982,80,1,10,549,94
1983,11,1,8,755,10
1984,24,1,14,520,5
1985,69,2,2,544,10
1986,11,1,8,268,7
1987,69,2,2,544,4
1988,15,2,8,281,3
1989,11,1,8,224,2
1990,11,1,8,195,2
1991,69,2,2,1078,4
1992,11,1,8,224,3
1993,11,1,8,268,10
1994,129,1,2,1983,215
1995,11,1,8,261,12
1996,11,1,8,68,1
1997,26,1,8,285,42
1998,11,1,8,224,20
1999,15,2,8,82,20
2000,69,2,2,544,89
2001,69,2,2,548,3
2002,69,2,2,1086,101
2003,80,1,10,566,109
2004,10,4,3,192,2
2005,11,1,8,268,3
2006,69,2,2,3334,373
2007,69,2,2,544,2
2008,26,1,8,281,12
2009,69,2,2,1090,50
2010,26,1,8,264,14
2011,11,1,8,171,1
2012,34,2,2,463,4
2013,11,2,8,73,1
2014,11,1,8,436,8
2015,32,4,8,280,3
2016,35,4,2,932,6
2017,11,1,8,224,4
2018,69,2,2,544,5
2019,11,2,8,283,4
2020,80,1,10,725,3
2021,11,1,8,261,2
2022,11,2,8,73,3
2023,11,1,8,224,8
2024,15,2,8,285,59
2025,23,4,7,529,2
2026,11,2,8,252,3
2027,69,2,2,544,10
2028,50,1,2,289,1
2029,15,2,8,356,13
2030,11,1,8,292,157
2031,11,1,8,292,4
2032,35,4,2,932,7
2033,34,2,15,605,282
2034,15,2,8,162,11
2035,69,2,2,544,5
2036,69,1,10,285,30
2037,11,2,8,237,2
2038,69,2,2,2556,9
2039,69,2,2,544,2
2040,69,2,2,544,57
2041,11,1,8,182,1
2042,26,1,8,285,43
2043,15,2,8,365,7
2044,11,4,8,55,1
2045,55,1,2,654,4
2046,69,2,2,544,10
2047,11,2,8,181,2
2048,30,5,9,351,4
2049,11,1,8,515,8
2050,26,1,8,365,12
2051,69,2,2,1316,5
2052,26,1,8,498,49
2053,26,1,8,233,16
2054,69,2,2,1624,11
2055,42,1,24,1093,13
2056,11,2,8,73,1
2057,69,2,2,2174,55
2058,11,4,8,54,2
2059,35,4,2,312,1
2060,89,1,2,875,4
2061,69,2,2,1624,18
2062,11,1,8,195,2
2063,10,4,3,459,7
2064,69,2,2,3019,13
2065,69,2,2,544,38
2066,69,2,2,544,42
2067,26,1,8,80,6
2068,11,1,8,261,4
2069,11,1,8,261,8
2070,11,1,8,264,2
2071,69,1,10,264,2
2072,15,2,8,566,102
2073,20,1,2,353,2
2074,69,2,2,544,33
2075,26,1,8,830,61
2076,26,1,8,549,52
2077,69,2,2,1640,38
2078,69,2,2,1640,42
2079,67,4,12,1125,14
2080,15,2,8,285,7
2081,69,2,2,1712,8
2082,11,1,8,497,32
2083,15,2,8,71,1
2084,69,2,2,1479,5
2085,11,1,8,224,10
2086,34,1,10,549,13
2087,69,2,2,1076,133
2088,11,1,8,209,9
2089,30,1,5,507,3
2090,11,2,8,54,1
2091,15,2,8,285,62
2092,69,2,2,544,2
2093,24,1,14,341,2
2094,20,1,2,353,2
2095,11,1,8,73,8
2096,69,2,2,544,30
2097,38,1,18,565,23
2098,69,2,2,1392,17
2099,179,4,2,1493,6
2100,26,1,8,566,14
2101,11,1,8,268,14
2102,11,1,8,447,3
2103,15,2,8,285,20
2104,69,2,2,1399,59
2105,46,2,10,800,3
2106,117,1,10,1495,16
2107,69,2,2,1092,21
2108,24,1,14,1089,26
2109,26,1,8,264,21
2110,11,1,8,334,2
2111,69,2,2,1090,4
2112,35,4,2,312,1
2113,89,1,2,1505,11
2114,80,1,10,911,53
2115,15,2,8,82,5
2116,24,1,14,865,10
2117,11,1,8,268,5
2118,69,2,2,1078,6
2119,50,4,2,374,1
2120,69,2,2,1622,200
2121,26,1,8,830,95
2122,69,2,2,544,7
2123,13,1,8,278,6
2124,69,2,2,544,2
2125,11,1,8,292,8
2126,26,1,8,356,13
2127,69,2,2,544,4
2128,69,2,2,1630,413
2129,69,2,2,544,2
2130,55,1,2,654,3
2131,69,2,2,522,2
2132,69,2,2,2263,27
2133,69,2,2,851,3
2134,11,1,8,293,2
2135,11,1,8,972,25
2136,26,1,8,82,34
2137,15,2,8,285,32
2138,69,2,2,544,18
2139,69,2,2,1640,247
2140,69,2,2,1076,4
2141,11,1,8,283,12
2142,26,1,8,285,18
2143,25,1,12,210,3
2144,69,2,2,1624,6
2145,69,2,2,548,126
2146,69,2,2,1076,100
2147,26,1,8,285,15
2148,69,1,8,285,13
2149,15,2,8,285,18
2150,11,1,8,544,22
2151,69,2,2,851,3
2152,69,2,2,1076,119
2153,129,4,2,1119,3
2154,11,1,8,377,173
2155,69,2,2,1078,35
2156,69,2,2,544,12
2157,70,1,19,1071,8
2158,11,2,8,70,1
2159,11,1,8,389,2
2160,69,2,2,1640,12
2161,11,4,8,73,1
2162,69,2,2,1614,6
2163,11,2,8,261,2
2164,34,2,15,604,4
2165,179,1,2,2357,145
2166,15,2,8,71,4
2167,11,1,8,261,5
2168,11,1,8,524,6
2169,11,1,8,199,4
2170,15,2,8,566,8
2171,69,2,2,1078,16
2172,26,1,8,285,6
2173,24,1,14,341,11
2174,26,1,8,264,10
2175,26,1,8,153,9
2176,26,1,8,830,11
2177,26,1,8,549,100
2178,11,4,8,55,1
2179,69,2,2,544,3
2180,65,1,10,254,3
2181,15,2,8,356,22
2182,11,1,8,292,4
2183,11,1,8,261,26
2184,46,1,21,1615,27
2185,40,1,17,774,17
